cohort_key	nct	results_group_title_norm	n_observations	observation_ids	om_indices	distinct_om_types	distinct_titles	distinct_time_frames	distinct_constructs	distinct_criteria	distinct_criteria_versions	distinct_population_descriptions	distinct_param_types	distinct_units	distinct_denominator_values	distinct_denominator_states	n_usable_for_proportion	duplicate_encoding_candidate	unresolved_states	selection_status	resolution_note
NCT02795429||phase ib: capmatinib 400 mg bid + spartalizumab 300 mg q3w	NCT02795429	phase ib: capmatinib 400 mg bid + spartalizumab 300 mg q3w	4	NCT02795429#om6#OG002|NCT02795429#om7#OG002|NCT02795429#om8#OG002|NCT02795429#om9#OG002	6|7|8|9	SECONDARY	4	2	3	2	2	2	2	2	11	PRESENT	4	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02795429||phase ii: capmatinib 400 mg bid + spartalizumab 300 mg q3w	NCT02795429	phase ii: capmatinib 400 mg bid + spartalizumab 300 mg q3w	4	NCT02795429#om5#OG000|NCT02795429#om6#OG003|NCT02795429#om7#OG003|NCT02795429#om9#OG003	5|6|7|9	PRIMARY|SECONDARY	4	2	3	2	2	2	2	2	32	PRESENT	4	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02795429||phase ii: spartalizumab 300 mg q3w	NCT02795429	phase ii: spartalizumab 300 mg q3w	4	NCT02795429#om5#OG001|NCT02795429#om6#OG004|NCT02795429#om7#OG004|NCT02795429#om9#OG004	5|6|7|9	PRIMARY|SECONDARY	4	2	3	2	2	2	2	2	30	PRESENT	4	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02795988||phase 2 extension: imu-131 100 μg	NCT02795988	phase 2 extension: imu-131 100 μg	2	NCT02795988#om5#OG002|NCT02795988#om6#OG002	5|6	SECONDARY	2	1	2	1	1	2	1	1	7	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02795988||phase 2 extension: imu-131 200 μg	NCT02795988	phase 2 extension: imu-131 200 μg	2	NCT02795988#om5#OG003|NCT02795988#om6#OG003	5|6	SECONDARY	2	1	2	1	1	2	1	1	7	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02795988||phase 2: chemotherapy only	NCT02795988	phase 2: chemotherapy only	2	NCT02795988#om5#OG001|NCT02795988#om6#OG001	5|6	SECONDARY	2	1	2	1	1	2	1	1	14	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02795988||phase 2: imu-131 plus chemotherapy	NCT02795988	phase 2: imu-131 plus chemotherapy	2	NCT02795988#om5#OG000|NCT02795988#om6#OG000	5|6	SECONDARY	2	1	2	1	1	2	1	1	18	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02799069||bf-200 ala	NCT02799069	bf-200 ala	7	NCT02799069#om14#OG001|NCT02799069#om15#OG001|NCT02799069#om16#OG001|NCT02799069#om17#OG001|NCT02799069#om18#OG001|NCT02799069#om19#OG001|NCT02799069#om20#OG001	14|15|16|17|18|19|20	SECONDARY	7	7	3	1	1	1	1	1	248|128|125	PRESENT	7	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_DENOMINATORS	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02799069||mal cream	NCT02799069	mal cream	7	NCT02799069#om14#OG002|NCT02799069#om15#OG002|NCT02799069#om16#OG002|NCT02799069#om17#OG002|NCT02799069#om18#OG002|NCT02799069#om19#OG002|NCT02799069#om20#OG002	14|15|16|17|18|19|20	SECONDARY	7	7	3	1	1	1	1	1	246|155|126	PRESENT	7	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_DENOMINATORS	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02799069||vehicle	NCT02799069	vehicle	7	NCT02799069#om14#OG000|NCT02799069#om15#OG000|NCT02799069#om16#OG000|NCT02799069#om17#OG000|NCT02799069#om18#OG000|NCT02799069#om19#OG000|NCT02799069#om20#OG000	14|15|16|17|18|19|20	SECONDARY	7	7	3	1	1	1	1	1	76|73|39	PRESENT	7	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_DENOMINATORS	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02805660||phase 1: dose escalation - 50 mg	NCT02805660	phase 1: dose escalation - 50 mg	2	NCT02805660#om1#OG000|NCT02805660#om4#OG000	1|4	PRIMARY|SECONDARY	2	1	2	1	1	1	2	2	5	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02805660||phase 1: dose escalation - 70 mg	NCT02805660	phase 1: dose escalation - 70 mg	2	NCT02805660#om1#OG001|NCT02805660#om4#OG001	1|4	PRIMARY|SECONDARY	2	1	2	1	1	1	2	2	4	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02805660||phase 1: dose escalation - 90 mg	NCT02805660	phase 1: dose escalation - 90 mg	2	NCT02805660#om1#OG002|NCT02805660#om4#OG002	1|4	PRIMARY|SECONDARY	2	1	2	1	1	1	2	2	9	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02805660||phase 2: combination regimen - cohort 1	NCT02805660	phase 2: combination regimen - cohort 1	2	NCT02805660#om1#OG003|NCT02805660#om4#OG003	1|4	PRIMARY|SECONDARY	2	1	2	1	1	1	2	2	15	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02805660||phase 2: combination regimen - cohort 2	NCT02805660	phase 2: combination regimen - cohort 2	2	NCT02805660#om1#OG004|NCT02805660#om4#OG004	1|4	PRIMARY|SECONDARY	2	1	2	1	1	1	2	2	3	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02805660||phase 2: combination regimen - cohort 3	NCT02805660	phase 2: combination regimen - cohort 3	2	NCT02805660#om1#OG005|NCT02805660#om4#OG005	1|4	PRIMARY|SECONDARY	2	1	2	1	1	1	2	2	21	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02805660||phase 2: combination regimen - cohort 4	NCT02805660	phase 2: combination regimen - cohort 4	2	NCT02805660#om1#OG006|NCT02805660#om4#OG006	1|4	PRIMARY|SECONDARY	2	1	2	1	1	1	2	2	13	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02807636||atezolizumab monotherapy	NCT02807636	atezolizumab monotherapy	1	NCT02807636#om4#OG001	4	SECONDARY	1	1	1	1	1	1	1	1	359	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02807636||atezolizumab+gemcitabine+carboplatin/cisplatin	NCT02807636	atezolizumab+gemcitabine+carboplatin/cisplatin	1	NCT02807636#om3#OG001	3	SECONDARY	1	1	1	1	1	1	1	1	447	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02807636||placebo+gemcitabine+carboplatin/cisplatin	NCT02807636	placebo+gemcitabine+carboplatin/cisplatin	2	NCT02807636#om3#OG000|NCT02807636#om4#OG000	3|4	SECONDARY	2	1	1	1	1	2	1	1	397|356	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02807844||ph ib: mcs110 1 mg/kg q3w + pdr001 100 mg q3w	NCT02807844	ph ib: mcs110 1 mg/kg q3w + pdr001 100 mg q3w	3	NCT02807844#om14#OG000|NCT02807844#om16#OG000|NCT02807844#om22#OG000	14|16|22	SECONDARY	3	1	3	1	1	1	1	2	6	PRESENT	3	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02807844||ph ib: mcs110 10 mg/kg q3w + pdr001 300 mg q3w	NCT02807844	ph ib: mcs110 10 mg/kg q3w + pdr001 300 mg q3w	3	NCT02807844#om14#OG005|NCT02807844#om16#OG005|NCT02807844#om22#OG005	14|16|22	SECONDARY	3	1	3	1	1	1	1	2	11	PRESENT	3	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02807844||ph ib: mcs110 3 mg/kg q3w + pdr001 100 mg q3w	NCT02807844	ph ib: mcs110 3 mg/kg q3w + pdr001 100 mg q3w	3	NCT02807844#om14#OG001|NCT02807844#om16#OG001|NCT02807844#om22#OG001	14|16|22	SECONDARY	3	1	3	1	1	1	1	2	12	PRESENT	3	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02807844||ph ib: mcs110 3 mg/kg q3w + pdr001 300 mg q3w	NCT02807844	ph ib: mcs110 3 mg/kg q3w + pdr001 300 mg q3w	3	NCT02807844#om14#OG002|NCT02807844#om16#OG002|NCT02807844#om22#OG002	14|16|22	SECONDARY	3	1	3	1	1	1	1	2	12	PRESENT	3	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02807844||ph ib: mcs110 5 mg/kg q3w + pdr001 300 mg q3w	NCT02807844	ph ib: mcs110 5 mg/kg q3w + pdr001 300 mg q3w	3	NCT02807844#om14#OG003|NCT02807844#om16#OG003|NCT02807844#om22#OG003	14|16|22	SECONDARY	3	1	3	1	1	1	1	2	13	PRESENT	3	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02807844||ph ib: mcs110 7.5 mg/kg q3w + pdr001 300 mg q3w	NCT02807844	ph ib: mcs110 7.5 mg/kg q3w + pdr001 300 mg q3w	3	NCT02807844#om14#OG004|NCT02807844#om16#OG004|NCT02807844#om22#OG004	14|16|22	SECONDARY	3	1	3	1	1	1	1	2	6	PRESENT	3	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02807844||ph ii: mcs110 7.5 mg/kg q3w + pdr001 300 mg q3w - ec	NCT02807844	ph ii: mcs110 7.5 mg/kg q3w + pdr001 300 mg q3w - ec	9	NCT02807844#om1#OG002|NCT02807844#om2#OG002|NCT02807844#om3#OG002|NCT02807844#om4#OG002|NCT02807844#om13#OG002|NCT02807844#om15#OG002|NCT02807844#om17#OG002|NCT02807844#om18#OG002|NCT02807844#om22#OG008	1|2|3|4|13|15|17|18|22	PRIMARY|SECONDARY	9	1	4	3	2	3	2	2	21	PRESENT	9	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02807844||ph ii: mcs110 7.5 mg/kg q3w + pdr001 300 mg q3w - me	NCT02807844	ph ii: mcs110 7.5 mg/kg q3w + pdr001 300 mg q3w - me	9	NCT02807844#om1#OG003|NCT02807844#om2#OG003|NCT02807844#om3#OG003|NCT02807844#om4#OG003|NCT02807844#om13#OG003|NCT02807844#om15#OG003|NCT02807844#om17#OG003|NCT02807844#om18#OG003|NCT02807844#om22#OG009	1|2|3|4|13|15|17|18|22	PRIMARY|SECONDARY	9	1	4	3	2	3	2	2	20	PRESENT	9	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02807844||ph ii: mcs110 7.5 mg/kg q3w + pdr001 300 mg q3w - pc	NCT02807844	ph ii: mcs110 7.5 mg/kg q3w + pdr001 300 mg q3w - pc	9	NCT02807844#om1#OG001|NCT02807844#om2#OG001|NCT02807844#om3#OG001|NCT02807844#om4#OG001|NCT02807844#om13#OG001|NCT02807844#om15#OG001|NCT02807844#om17#OG001|NCT02807844#om18#OG001|NCT02807844#om22#OG007	1|2|3|4|13|15|17|18|22	PRIMARY|SECONDARY	9	1	4	3	2	3	2	2	20	PRESENT	9	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02807844||ph ii: mcs110 7.5 mg/kg q3w + pdr001 300 mg q3w - tnbc	NCT02807844	ph ii: mcs110 7.5 mg/kg q3w + pdr001 300 mg q3w - tnbc	9	NCT02807844#om1#OG000|NCT02807844#om2#OG000|NCT02807844#om3#OG000|NCT02807844#om4#OG000|NCT02807844#om13#OG000|NCT02807844#om15#OG000|NCT02807844#om17#OG000|NCT02807844#om18#OG000|NCT02807844#om22#OG006	1|2|3|4|13|15|17|18|22	PRIMARY|SECONDARY	9	1	4	3	2	3	2	2	20	PRESENT	9	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02810457||avastin / paclitaxel / carboplatin	NCT02810457	avastin / paclitaxel / carboplatin	3	NCT02810457#om0#OG001|NCT02810457#om1#OG001|NCT02810457#om5#OG001	0|1|5	PRIMARY|SECONDARY	3	2	3	1	1	3	1	2	367	PRESENT	3	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02810457||fkb238 / paclitaxel / carboplatin	NCT02810457	fkb238 / paclitaxel / carboplatin	3	NCT02810457#om0#OG000|NCT02810457#om1#OG000|NCT02810457#om5#OG000	0|1|5	PRIMARY|SECONDARY	3	2	3	1	1	3	1	2	364	PRESENT	3	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02823574||treatment a - platinum eligible subgroup	NCT02823574	treatment a - platinum eligible subgroup	4	NCT02823574#om3#OG000|NCT02823574#om10#OG000|NCT02823574#om11#OG000|NCT02823574#om31#OG000	3|10|11|31	SECONDARY	4	1	2	1	1	2	1	1	123	PRESENT	4	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02823574||treatment a - platinum refractory subgroup	NCT02823574	treatment a - platinum refractory subgroup	5	NCT02823574#om0#OG000|NCT02823574#om12#OG000|NCT02823574#om13#OG000|NCT02823574#om27#OG000|NCT02823574#om34#OG000	0|12|13|27|34	PRIMARY|SECONDARY|POST_HOC	5	2	2	1	1	2	1	2	159	PRESENT	5	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02823574||treatment b - platinum eligible subgroup	NCT02823574	treatment b - platinum eligible subgroup	4	NCT02823574#om3#OG001|NCT02823574#om10#OG001|NCT02823574#om11#OG001|NCT02823574#om31#OG001	3|10|11|31	SECONDARY	4	1	2	1	1	2	1	1	61	PRESENT	4	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02823574||treatment b - platinum refractory subgroup	NCT02823574	treatment b - platinum refractory subgroup	5	NCT02823574#om0#OG001|NCT02823574#om12#OG001|NCT02823574#om13#OG001|NCT02823574#om27#OG001|NCT02823574#om34#OG001	0|12|13|27|34	PRIMARY|SECONDARY|POST_HOC	5	2	2	1	1	2	1	2	82	PRESENT	5	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02823990||treatment tg4010 + nivolumab	NCT02823990	treatment tg4010 + nivolumab	4	NCT02823990#om0#OG000|NCT02823990#om1#OG000|NCT02823990#om2#OG000|NCT02823990#om6#OG000	0|1|2|6	PRIMARY|SECONDARY	4	3	4	1	2	2	2	2	12|1	PRESENT	4	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02826486||cohort 1: bl-8040 + pembrolizumab	NCT02826486	cohort 1: bl-8040 + pembrolizumab	1	NCT02826486#om0#OG000	0	PRIMARY	1	1	1	1	1	1	1	1	30	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02826486||cohort 2: bl-8040 + pembrolizumab + chemotherapy	NCT02826486	cohort 2: bl-8040 + pembrolizumab + chemotherapy	1	NCT02826486#om0#OG001	0	PRIMARY	1	1	1	1	1	1	1	1	39	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
