component	component_grain	component_record_key	integration_row_key	disposition	reason
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03110107#om8#OG014		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03110107#om8#OG015		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03110107#om8#OG016		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02783599#om4#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02783599#om5#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02028507#om3#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02028507#om3#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02028507#om4#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02028507#om4#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT04439357#om0#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03042611#om2#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03042611#om2#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03042611#om3#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03042611#om3#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02706353#om1#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02706353#om1#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02706353#om1#OG002		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02706353#om1#OG003		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02706353#om1#OG004		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02706353#om1#OG005		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02519348#om5#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02519348#om5#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02519348#om5#OG002		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02519348#om5#OG003		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02519348#om5#OG004		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02519348#om5#OG005		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02519348#om5#OG006		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02519348#om5#OG007		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02519348#om5#OG008		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02519348#om6#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02519348#om6#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02519348#om6#OG002		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02519348#om6#OG003		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02519348#om6#OG004		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02519348#om6#OG005		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02519348#om6#OG006		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02519348#om6#OG007		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02519348#om6#OG008		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02038010#om4#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02038010#om4#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02038010#om6#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02038010#om6#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02562378#om2#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02562378#om2#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02562378#om2#OG002		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02562378#om3#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02562378#om3#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02562378#om3#OG002		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02562378#om4#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02562378#om4#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02562378#om4#OG002		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02231749#om0#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02231749#om0#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02231749#om3#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02231749#om3#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
