nct	group_norm	n_competing_at_step_f	competing_om_indices	selected_om_index_by_rule_f	classification	basis_tier	distinguishing_fields	would_change_selection	would_change_to_om	competing_measure_metadata	source_payload
NCT01271712	regorafenib (stivarga, bay73-4506)	2	4|5	4	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame	no (smallest index already the ORR-concept measure)		om4:Objective Response Rate | tf=From randomization of the first subject until | pop=Full Analysis Set (FAS) | NUMBER/Percentage of Participant || om5:Disease Control Rate (DCR) | tf=From randomization of the first subject until | pop=Full Analysis Set (FAS) | NUMBER/Percentage of Participant	ctg_placebo_onc_2010_2013.txt
NCT01278615	treatment (selumetinib)	2	0|6	0	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)		om0:Response Rate (Complete Response [CR] and Partial Response [PR]) in Patients Tre | tf=Up to 3 years | pop= | NUMBER/percentage of response || om6:Disease Control Rate (Complete Response [CR], Partial Response [PR], and Stable  | tf=Up to 3 years | pop= | NUMBER/percentage of disease con	ctg_results_bor_2010_2013.txt
NCT01311687	high-dose dexamethasone	2	6|7	6	BASIS_EXISTS	C_ASSESSMENT_CRITERIA	assessment_criteria	indeterminate (basis exists; no preregistered direction for this field)		om6:Percentage of Participants With an Objective Response According to International | tf=From randomization until the data cut-off dat | pop=Intent-to-treat population | NUMBER/percentage of participant || om7:Percentage of Participants With Objective Response According to European Group f | tf=From randomization until the data cut-off dat | pop=Intent-to-treat population | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01311687	pomalidomide plus low-dose dexamethasone	2	6|7	6	BASIS_EXISTS	C_ASSESSMENT_CRITERIA	assessment_criteria	indeterminate (basis exists; no preregistered direction for this field)		om6:Percentage of Participants With an Objective Response According to International | tf=From randomization until the data cut-off dat | pop=Intent-to-treat population | NUMBER/percentage of participant || om7:Percentage of Participants With Objective Response According to European Group f | tf=From randomization until the data cut-off dat | pop=Intent-to-treat population | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01317615	rad001 plus paclitaxel/carboplatin	2	2|3	2	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	no (smallest index already the ORR-concept measure)		om2:Percentage of Participants With Overall Response Rate (ORR) | tf=3 months | pop=All participants were included in the analysi | NUMBER/Percentage of participant || om3:Percentage of Participants With Disease Control Rate (DCR) | tf=3 months | pop=All participants were included in the analysi | NUMBER/Percentage of participant	ctg_results_bor_2010_2013.txt
NCT01324830	schedule a bi 847325 120 mg (a10)	2	1|2	1	BASIS_EXISTS	B_TIMEFRAME	timeFrame	indeterminate (basis exists; no preregistered direction for this field)		om1:Best Overall Response | tf=From the start of treatment until the last ev | pop=TS | NUMBER/Participants || om2:Objective Response | tf=From the start of treatment and the earliest  | pop=TS | NUMBER/Participants	ctg_results_bor_2010_2013.txt
NCT01324830	schedule a bi 847325 13 mg (a3)	2	1|2	1	BASIS_EXISTS	B_TIMEFRAME	timeFrame	indeterminate (basis exists; no preregistered direction for this field)		om1:Best Overall Response | tf=From the start of treatment until the last ev | pop=TS | NUMBER/Participants || om2:Objective Response | tf=From the start of treatment and the earliest  | pop=TS | NUMBER/Participants	ctg_results_bor_2010_2013.txt
NCT01324830	schedule a bi 847325 160 mg (a11)	2	1|2	1	BASIS_EXISTS	B_TIMEFRAME	timeFrame	indeterminate (basis exists; no preregistered direction for this field)		om1:Best Overall Response | tf=From the start of treatment until the last ev | pop=TS | NUMBER/Participants || om2:Objective Response | tf=From the start of treatment and the earliest  | pop=TS | NUMBER/Participants	ctg_results_bor_2010_2013.txt
NCT01324830	schedule a bi 847325 19 mg (a4)	2	1|2	1	BASIS_EXISTS	B_TIMEFRAME	timeFrame	indeterminate (basis exists; no preregistered direction for this field)		om1:Best Overall Response | tf=From the start of treatment until the last ev | pop=TS | NUMBER/Participants || om2:Objective Response | tf=From the start of treatment and the earliest  | pop=TS | NUMBER/Participants	ctg_results_bor_2010_2013.txt
NCT01324830	schedule a bi 847325 26 mg (a5)	2	1|2	1	BASIS_EXISTS	B_TIMEFRAME	timeFrame	indeterminate (basis exists; no preregistered direction for this field)		om1:Best Overall Response | tf=From the start of treatment until the last ev | pop=TS | NUMBER/Participants || om2:Objective Response | tf=From the start of treatment and the earliest  | pop=TS | NUMBER/Participants	ctg_results_bor_2010_2013.txt
NCT01324830	schedule a bi 847325 33 mg (a6)	2	1|2	1	BASIS_EXISTS	B_TIMEFRAME	timeFrame	indeterminate (basis exists; no preregistered direction for this field)		om1:Best Overall Response | tf=From the start of treatment until the last ev | pop=TS | NUMBER/Participants || om2:Objective Response | tf=From the start of treatment and the earliest  | pop=TS | NUMBER/Participants	ctg_results_bor_2010_2013.txt
NCT01324830	schedule a bi 847325 46 mg (a7)	2	1|2	1	BASIS_EXISTS	B_TIMEFRAME	timeFrame	indeterminate (basis exists; no preregistered direction for this field)		om1:Best Overall Response | tf=From the start of treatment until the last ev | pop=TS | NUMBER/Participants || om2:Objective Response | tf=From the start of treatment and the earliest  | pop=TS | NUMBER/Participants	ctg_results_bor_2010_2013.txt
NCT01324830	schedule a bi 847325 6 mg (a1)	2	1|2	1	BASIS_EXISTS	B_TIMEFRAME	timeFrame	indeterminate (basis exists; no preregistered direction for this field)		om1:Best Overall Response | tf=From the start of treatment until the last ev | pop=TS | NUMBER/Participants || om2:Objective Response | tf=From the start of treatment and the earliest  | pop=TS | NUMBER/Participants	ctg_results_bor_2010_2013.txt
NCT01324830	schedule a bi 847325 63 mg (a8)	2	1|2	1	BASIS_EXISTS	B_TIMEFRAME	timeFrame	indeterminate (basis exists; no preregistered direction for this field)		om1:Best Overall Response | tf=From the start of treatment until the last ev | pop=TS | NUMBER/Participants || om2:Objective Response | tf=From the start of treatment and the earliest  | pop=TS | NUMBER/Participants	ctg_results_bor_2010_2013.txt
NCT01324830	schedule a bi 847325 86 mg (a9)	2	1|2	1	BASIS_EXISTS	B_TIMEFRAME	timeFrame	indeterminate (basis exists; no preregistered direction for this field)		om1:Best Overall Response | tf=From the start of treatment until the last ev | pop=TS | NUMBER/Participants || om2:Objective Response | tf=From the start of treatment and the earliest  | pop=TS | NUMBER/Participants	ctg_results_bor_2010_2013.txt
NCT01324830	schedule a total (total a)	2	1|2	1	BASIS_EXISTS	B_TIMEFRAME	timeFrame	indeterminate (basis exists; no preregistered direction for this field)		om1:Best Overall Response | tf=From the start of treatment until the last ev | pop=TS | NUMBER/Participants || om2:Objective Response | tf=From the start of treatment and the earliest  | pop=TS | NUMBER/Participants	ctg_results_bor_2010_2013.txt
NCT01324830	schedule b bi 847325 12 mg (b2)	2	1|2	1	BASIS_EXISTS	B_TIMEFRAME	timeFrame	indeterminate (basis exists; no preregistered direction for this field)		om1:Best Overall Response | tf=From the start of treatment until the last ev | pop=TS | NUMBER/Participants || om2:Objective Response | tf=From the start of treatment and the earliest  | pop=TS | NUMBER/Participants	ctg_results_bor_2010_2013.txt
NCT01324830	schedule b bi 847325 130 mg (b7)	2	1|2	1	BASIS_EXISTS	B_TIMEFRAME	timeFrame	indeterminate (basis exists; no preregistered direction for this field)		om1:Best Overall Response | tf=From the start of treatment until the last ev | pop=TS | NUMBER/Participants || om2:Objective Response | tf=From the start of treatment and the earliest  | pop=TS | NUMBER/Participants	ctg_results_bor_2010_2013.txt
NCT01324830	schedule b bi 847325 150 mg (b8)	2	1|2	1	BASIS_EXISTS	B_TIMEFRAME	timeFrame	indeterminate (basis exists; no preregistered direction for this field)		om1:Best Overall Response | tf=From the start of treatment until the last ev | pop=TS | NUMBER/Participants || om2:Objective Response | tf=From the start of treatment and the earliest  | pop=TS | NUMBER/Participants	ctg_results_bor_2010_2013.txt
NCT01324830	schedule b bi 847325 180 mg (b6)	2	1|2	1	BASIS_EXISTS	B_TIMEFRAME	timeFrame	indeterminate (basis exists; no preregistered direction for this field)		om1:Best Overall Response | tf=From the start of treatment until the last ev | pop=TS | NUMBER/Participants || om2:Objective Response | tf=From the start of treatment and the earliest  | pop=TS | NUMBER/Participants	ctg_results_bor_2010_2013.txt
NCT01324830	schedule b bi 847325 23 mg (b3)	2	1|2	1	BASIS_EXISTS	B_TIMEFRAME	timeFrame	indeterminate (basis exists; no preregistered direction for this field)		om1:Best Overall Response | tf=From the start of treatment until the last ev | pop=TS | NUMBER/Participants || om2:Objective Response | tf=From the start of treatment and the earliest  | pop=TS | NUMBER/Participants	ctg_results_bor_2010_2013.txt
NCT01324830	schedule b bi 847325 46 mg (b4)	2	1|2	1	BASIS_EXISTS	B_TIMEFRAME	timeFrame	indeterminate (basis exists; no preregistered direction for this field)		om1:Best Overall Response | tf=From the start of treatment until the last ev | pop=TS | NUMBER/Participants || om2:Objective Response | tf=From the start of treatment and the earliest  | pop=TS | NUMBER/Participants	ctg_results_bor_2010_2013.txt
NCT01324830	schedule b bi 847325 6 mg (b1)	2	1|2	1	BASIS_EXISTS	B_TIMEFRAME	timeFrame	indeterminate (basis exists; no preregistered direction for this field)		om1:Best Overall Response | tf=From the start of treatment until the last ev | pop=TS | NUMBER/Participants || om2:Objective Response | tf=From the start of treatment and the earliest  | pop=TS | NUMBER/Participants	ctg_results_bor_2010_2013.txt
NCT01324830	schedule b total (total b)	2	1|2	1	BASIS_EXISTS	B_TIMEFRAME	timeFrame	indeterminate (basis exists; no preregistered direction for this field)		om1:Best Overall Response | tf=From the start of treatment until the last ev | pop=TS | NUMBER/Participants || om2:Objective Response | tf=From the start of treatment and the earliest  | pop=TS | NUMBER/Participants	ctg_results_bor_2010_2013.txt
NCT01324830	total patients	2	1|2	1	BASIS_EXISTS	B_TIMEFRAME	timeFrame	indeterminate (basis exists; no preregistered direction for this field)		om1:Best Overall Response | tf=From the start of treatment until the last ev | pop=TS | NUMBER/Participants || om2:Objective Response | tf=From the start of treatment and the earliest  | pop=TS | NUMBER/Participants	ctg_results_bor_2010_2013.txt
NCT01325441	napabucasin 200mg bid plus paclitaxel	2	4|5	4	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame;populationDescription;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)		om4:The Objective Response Rate of Napabucasin Administered in Combination With Pacl | tf=From the date of first treatment, every 8 wee | pop=Patients had a baseline scan and at least 1 d | COUNT_OF_PARTICIPANTS/Participants || om5:Disease Control Rate | tf=From the date of first treatment, every 8 wee | pop=Patients who received at least 1 cycle of stu | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01325441	napabucasin 240mg bid plus paclitaxel	2	4|5	4	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame;populationDescription;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)		om4:The Objective Response Rate of Napabucasin Administered in Combination With Pacl | tf=From the date of first treatment, every 8 wee | pop=Patients had a baseline scan and at least 1 d | COUNT_OF_PARTICIPANTS/Participants || om5:Disease Control Rate | tf=From the date of first treatment, every 8 wee | pop=Patients who received at least 1 cycle of stu | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01325441	napabucasin 400mg bid plus paclitaxel	2	4|5	4	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame;populationDescription;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)		om4:The Objective Response Rate of Napabucasin Administered in Combination With Pacl | tf=From the date of first treatment, every 8 wee | pop=Patients had a baseline scan and at least 1 d | COUNT_OF_PARTICIPANTS/Participants || om5:Disease Control Rate | tf=From the date of first treatment, every 8 wee | pop=Patients who received at least 1 cycle of stu | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01325441	napabucasin 480mg bid plus paclitaxel	2	4|5	4	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame;populationDescription;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)		om4:The Objective Response Rate of Napabucasin Administered in Combination With Pacl | tf=From the date of first treatment, every 8 wee | pop=Patients had a baseline scan and at least 1 d | COUNT_OF_PARTICIPANTS/Participants || om5:Disease Control Rate | tf=From the date of first treatment, every 8 wee | pop=Patients who received at least 1 cycle of stu | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01325441	napabucasin 500mg bid plus paclitaxel	2	4|5	4	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame;populationDescription;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)		om4:The Objective Response Rate of Napabucasin Administered in Combination With Pacl | tf=From the date of first treatment, every 8 wee | pop=Patients had a baseline scan and at least 1 d | COUNT_OF_PARTICIPANTS/Participants || om5:Disease Control Rate | tf=From the date of first treatment, every 8 wee | pop=Patients who received at least 1 cycle of stu | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01327053	lde225 200mg mbcc	2	0|1	0	BASIS_EXISTS	D_POPULATION	populationDescription	indeterminate (basis exists; no preregistered direction for this field)		om0:Objective Response Rate (ORR) Based on Central Review According to mRECIST (for  | tf=6 months | pop=The primary efficacy analysis set (pEAS) was  | NUMBER/Percentage of participant || om1:Objective Response Rate (ORR) Based on Central Review According to mRECIST (for  | tf=6 months | pop=The full analysis set (FAS) comprised all pat | NUMBER/Percentage of participant	ctg_results_bor_2010_2013.txt
NCT01327053	lde225 800mg mbcc	2	0|1	0	BASIS_EXISTS	D_POPULATION	populationDescription	indeterminate (basis exists; no preregistered direction for this field)		om0:Objective Response Rate (ORR) Based on Central Review According to mRECIST (for  | tf=6 months | pop=The primary efficacy analysis set (pEAS) was  | NUMBER/Percentage of participant || om1:Objective Response Rate (ORR) Based on Central Review According to mRECIST (for  | tf=6 months | pop=The full analysis set (FAS) comprised all pat | NUMBER/Percentage of participant	ctg_results_bor_2010_2013.txt
