nct	group_norm	payload	n_competing_at_step_f	om_indices	participants_denoms	selected_om_index	selected_om_title	classification	basis_fields	basis_detail	selection_effect	alt_om_index	alt_om_title	note
NCT02432846	sunitinib-only, total (both strata)	ctg_results_bor_2014_2017	3	5|6|7	25|25|25	5	Objective Response Rate (ORR) From Start of Sunitinib Treatment and Duration of Response in Each Subgroup.	BASIS_EXISTS	title/construct;assessment_criteria;paramType;unitOfMeasure	om[5] type=SECONDARY title='Objective Response Rate (ORR) From Start of Sunitinib Treatment and Duration of Response in Each Subgroup.' timeFrame='From start of sunitinib treatment up to 18 months' populationDescription='' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1 || om[6] type=SECONDARY title='Number of Participants With Specific Best Overall Response' timeFrame='From start of sunitinib treatment up to 18 months' populationDescription='' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=none || om[7] type=SECONDARY title='Disease Control Rate' timeFrame='From start of sunitinib treatment up to 18 months' populationDescription='' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=none	CHANGES	6	Number of Participants With Specific Best Overall Response	
NCT02437318	pik3ca mutant cohort by tumor tissue: alpelisib + fulvestrant	ctg_placebo_onc_2014_2017	2	4|5	169|169	4	Overall Response Rate (ORR) Per Investigator Assessment	BASIS_EXISTS	title/construct	om[4] type=SECONDARY title='Overall Response Rate (ORR) Per Investigator Assessment' timeFrame='Up to 56.4 months' populationDescription='All subjects who were randomized to study treatment.' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1 || om[5] type=SECONDARY title='Clinical Benefit Rate (CBR) Per Investigator Assessment' timeFrame='Up to 56.4 months' populationDescription='All subjects who were randomized to study treatment.' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1	NO_CHANGE_SAME_PICK			
NCT02437318	pik3ca mutant cohort by tumor tissue: placebo + fulvestrant	ctg_placebo_onc_2014_2017	2	4|5	172|172	4	Overall Response Rate (ORR) Per Investigator Assessment	BASIS_EXISTS	title/construct	om[4] type=SECONDARY title='Overall Response Rate (ORR) Per Investigator Assessment' timeFrame='Up to 56.4 months' populationDescription='All subjects who were randomized to study treatment.' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1 || om[5] type=SECONDARY title='Clinical Benefit Rate (CBR) Per Investigator Assessment' timeFrame='Up to 56.4 months' populationDescription='All subjects who were randomized to study treatment.' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1	NO_CHANGE_SAME_PICK			
NCT02437318	pik3ca non-mutant cohort by tumor tissue: alpelisib + fulvestrant	ctg_placebo_onc_2014_2017	2	4|5	115|115	4	Overall Response Rate (ORR) Per Investigator Assessment	BASIS_EXISTS	title/construct	om[4] type=SECONDARY title='Overall Response Rate (ORR) Per Investigator Assessment' timeFrame='Up to 56.4 months' populationDescription='All subjects who were randomized to study treatment.' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1 || om[5] type=SECONDARY title='Clinical Benefit Rate (CBR) Per Investigator Assessment' timeFrame='Up to 56.4 months' populationDescription='All subjects who were randomized to study treatment.' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1	NO_CHANGE_SAME_PICK			
NCT02437318	pik3ca non-mutant cohort by tumor tissue: placebo + fulvestrant	ctg_placebo_onc_2014_2017	2	4|5	116|116	4	Overall Response Rate (ORR) Per Investigator Assessment	BASIS_EXISTS	title/construct	om[4] type=SECONDARY title='Overall Response Rate (ORR) Per Investigator Assessment' timeFrame='Up to 56.4 months' populationDescription='All subjects who were randomized to study treatment.' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1 || om[5] type=SECONDARY title='Clinical Benefit Rate (CBR) Per Investigator Assessment' timeFrame='Up to 56.4 months' populationDescription='All subjects who were randomized to study treatment.' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1	NO_CHANGE_SAME_PICK			
NCT02448381	placebo (cycle 1)	ctg_placebo_onc_2014_2017	2	3|4	50|50	3	Patch Lesion Response Rates With Extended Treatment (Cycle 1 & 2 SGX301 vs Cycle 1 Placebo)	BASIS_EXISTS	populationDescription	om[3] type=SECONDARY title='Patch Lesion Response Rates With Extended Treatment (Cycle 1 & 2 SGX301 vs Cycle 1 Placebo)' timeFrame='16 weeks' populationDescription='The analysis population was defined as all participants that were treated with at least one dose of treatment (SGX301) in Cycle 2' paramType='NUMBER' unitOfMeasure='lesions with response' criteria=none || om[4] type=SECONDARY title='Plaque Lesion Response Rates With Extended Treatment (Cycle 1 & 2 SGX301 vs Cycle 1 Placebo)' timeFrame='16 weeks' populationDescription='The analysis population was defined as all lesions that were treated with at least one dose of treatment (SGX301) in Cycle 2' paramType='NUMBER' unitOfMeasure='lesions with response' criteria=none	CONDITIONAL			
NCT02448381	sgx301 (cycle 1 & 2 = sgx301)	ctg_placebo_onc_2014_2017	2	3|4	110|110	3	Patch Lesion Response Rates With Extended Treatment (Cycle 1 & 2 SGX301 vs Cycle 1 Placebo)	BASIS_EXISTS	populationDescription	om[3] type=SECONDARY title='Patch Lesion Response Rates With Extended Treatment (Cycle 1 & 2 SGX301 vs Cycle 1 Placebo)' timeFrame='16 weeks' populationDescription='The analysis population was defined as all participants that were treated with at least one dose of treatment (SGX301) in Cycle 2' paramType='NUMBER' unitOfMeasure='lesions with response' criteria=none || om[4] type=SECONDARY title='Plaque Lesion Response Rates With Extended Treatment (Cycle 1 & 2 SGX301 vs Cycle 1 Placebo)' timeFrame='16 weeks' populationDescription='The analysis population was defined as all lesions that were treated with at least one dose of treatment (SGX301) in Cycle 2' paramType='NUMBER' unitOfMeasure='lesions with response' criteria=none	CONDITIONAL			
NCT02451943	doxorubicin + olaratumab	ctg_placebo_onc_2014_2017	2	3|4	258|258	3	Percentage of Participants Achieving Complete Response (CR) or Partial Response (PR): Objective Response Rate (ORR)	BASIS_EXISTS	title/construct;timeFrame	om[3] type=SECONDARY title='Percentage of Participants Achieving Complete Response (CR) or Partial Response (PR): Objective Response Rate (ORR)' timeFrame='Randomization to Objective Disease Progression or Death Due to Any Cause (Up to 35.8 Months)' populationDescription='All randomized participants.' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=RECIST 1.1 || om[4] type=SECONDARY title='Percentage of Participants With a Best Overall Response of CR, PR, or Stable Disease (SD): Disease Control Rate (DCR)' timeFrame='Randomization to Objective Disease Progression or Death Due to Any Cause (Up to 35.5 Months)' populationDescription='All randomized participants.' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=RECIST 1.1	NO_CHANGE_SAME_PICK			
NCT02451943	doxorubicin + placebo	ctg_placebo_onc_2014_2017	2	3|4	251|251	3	Percentage of Participants Achieving Complete Response (CR) or Partial Response (PR): Objective Response Rate (ORR)	BASIS_EXISTS	title/construct;timeFrame	om[3] type=SECONDARY title='Percentage of Participants Achieving Complete Response (CR) or Partial Response (PR): Objective Response Rate (ORR)' timeFrame='Randomization to Objective Disease Progression or Death Due to Any Cause (Up to 35.8 Months)' populationDescription='All randomized participants.' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=RECIST 1.1 || om[4] type=SECONDARY title='Percentage of Participants With a Best Overall Response of CR, PR, or Stable Disease (SD): Disease Control Rate (DCR)' timeFrame='Randomization to Objective Disease Progression or Death Due to Any Cause (Up to 35.5 Months)' populationDescription='All randomized participants.' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=RECIST 1.1	NO_CHANGE_SAME_PICK			
NCT02454478	lenvatinib 18 mg + everolimus 5 mg	ctg_results_bor_2014_2017	3	7|8|9	7|7|7	7	Number of Participants With Best Overall Response (BOR)	BASIS_EXISTS	title/construct;assessment_criteria;unitOfMeasure	om[7] type=SECONDARY title='Number of Participants With Best Overall Response (BOR)' timeFrame='From first dose of study drug until PD, development of unacceptable toxicity, participant requests to discontinue, withdrawal of consent or study termination (up to approximately 23 months)' populationDescription='The efficacy analysis set was the group of participants who received at least 1 dose of lenvatinib.' paramType='NUMBER' unitOfMeasure='participants' criteria=RECIST (unversioned) || om[8] type=SECONDARY title='Objective Response Rate (ORR)' timeFrame='From first dose of study drug until PD, development of unacceptable toxicity, participant requests to discontinue, withdrawal of consent or study termination (up to approximately 23 months)' populationDescription='The efficacy analysis set was the group of participants who received at least 1 dose of lenvatinib.' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=RECIST 1.1 || om[9] type=SECONDARY title='Disease Control Rate (DCR)' timeFrame='From first dose of study drug until PD, development of unacceptable toxicity, participant requests to discontinue, withdrawal of consent or study termination (up to approximately 23 months)' populationDescription='The efficacy analysis set was the group of participants who received at least 1 dose of lenvatinib.' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=RECIST 1.1	CONDITIONAL			
NCT02458638	atezolizumab	ctg_results_bor_2014_2017	3	3|14|15	433|433|433	3	Percentage of Participants by Best Overall Response (BOR)	BASIS_EXISTS	title/construct;assessment_criteria	om[3] type=SECONDARY title='Percentage of Participants by Best Overall Response (BOR)' timeFrame='Baseline up to 4.5 years (assessed every 6 weeks for first 24 weeks and thereafter every 12 weeks up to loss of clinical benefit, withdrawal of consent, death, or study termination by the Sponsor, whichever occurs first)' populationDescription='Efficacy analysis set included all eligible and evaluable participants. A participant was considered evaluable if they received study drug, had a baseline tumor' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=RECIST 1.1 || om[14] type=SECONDARY title='Percentage of Participants by Best Overall Response Based on Modified RECIST v1.1 (mBOR)' timeFrame='Baseline up to 4.5 years (assessed every 6 weeks for first 24 weeks and thereafter every 12 weeks up to loss of clinical benefit, withdrawal of consent, death, or study termination by the Sponsor, whichever occurs first)' populationDescription='Efficacy analysis set included all eligible and evaluable participants. A participant was considered evaluable if they received study drug, had a baseline tumor' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=RECIST 1.1|mRECIST || om[15] type=SECONDARY title='ORR Based on Modified RECIST v1.1' timeFrame='Baseline up to 4.5 years (assessed every 6 weeks for first 24 weeks and thereafter every 12 weeks up to loss of clinical benefit, withdrawal of consent, death, or study termination by the Sponsor, whichever occurs first)' populationDescription='Efficacy analysis set included all eligible and evaluable participants. A participant was considered evaluable if they received study drug, had a baseline tumor' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=RECIST 1.1|mRECIST	CONDITIONAL			
NCT02460224	phase 1: lag525 0.3 mg/kg q2w + pdr001 1 mg/kg q2w	ctg_results_bor_2014_2017	4	28|29|31|32	6|6|6|6	28	Phase 1: Overall Response Rate (ORR) Per RECIST 1.1	BASIS_EXISTS	title/construct;assessment_criteria	om[28] type=SECONDARY title='Phase 1: Overall Response Rate (ORR) Per RECIST 1.1' timeFrame='From start of treatment until end of treatment, assessed up to 4.4 years' populationDescription='All patients in phase 1 who received at least one full or partial dose of LAG525 or PDR001.' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=RECIST 1.1 || om[29] type=SECONDARY title='Phase 1: Overall Response Rate (ORR) Per irRC' timeFrame='From start of treatment until end of treatment, assessed up to 4.4 years' populationDescription='All patients in phase 1 who received at least one full or partial dose of LAG525 or PDR001.' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=irRECIST || om[31] type=SECONDARY title='Phase 1: Disease Control Rate (DCR) Per RECIST 1.1' timeFrame='From start of treatment until end of treatment, assessed up to 4.4 years' populationDescription='All patients in phase 1 who received at least one full or partial dose of LAG525 or PDR001.' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=RECIST 1.1 || om[32] type=SECONDARY title='Phase 1: Disease Control Rate (DCR) Per irRC' timeFrame='From start of treatment until end of treatment, assessed up to 4.4 years' populationDescription='All patients in phase 1 who received at least one full or partial dose of LAG525 or PDR001.' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=irRECIST	CONDITIONAL			
