peak	hg18_coords	classification	gene_id	gene_symbol	peak_exon_gene_symbol	differentially_expressed_cancer_type
24641	chr19:52937624-52938186_+	coding	NM_014601	EHD2	EHD2	NPC_GIST_
24643	chr19:52951415-52951617_+	coding	NM_015710	GLTSCR2	GLTSCR2	
24644	chr19:52951638-52951821_+	coding	NM_015710	GLTSCR2	GLTSCR2	NPC_GIST_MLS_
24645	chr19:52951842-52952112_+	coding	NM_015710	GLTSCR2	GLTSCR2	NPC_GIST_MLS_
24647	chr19:52976356-52976420_+	coding	NM_003009	SEPW1	SEPW1	
24648	chr19:52979367-52979731_+	coding	NM_003009	SEPW1	SEPW1	NPC_GIST_
24650	chr19:53392172-53392667_+	coding	uc002pic.2			HN_
24651	chr19:53524407-53524539_+	coding	NM_001425	EMP3	EMP3	
24652	chr19:53525353-53525600_+	coding	NM_001425	EMP3	EMP3	GIST_
24655	chr19:53586333-53586587_+	all_mrna	CU676331			
24656	chr19:53639331-53639976_+	coding	NM_000836	GRIN2D	GRIN2D	ESS_
24657	chr19:53647898-53648395_+	coding	NM_031485	GRWD1	GRWD1	
24658	chr19:53648695-53648952_+	coding	NM_031485	GRWD1	GRWD1	
24659	chr19:53655667-53655928_+	all_mrna	BC032682	KCNJ14	KCNJ14	NPC_
24660	chr19:53661808-53662024_+	downstream	NM_170720	KCNJ14		NPC_GIST_
24662	chr19:53673508-53673651_+	coding	NM_004228	CYTH2	CYTH2	
24663	chr19:53674191-53674586_+	coding	NM_004228	CYTH2	CYTH2	HN_NPC_GIST_
24664	chr19:53676991-53677357_+	coding	NM_004228	CYTH2	CYTH2	HN_
24667	chr19:53794202-53794486_+	coding	NM_177973	SULT2B1	SULT2B1	HN_Skin_
24668	chr19:53811806-53811852_+	all_mrna	CU692405			
24669	chr19:53815434-53815666_+	coding	NM_020126	SPHK2	SPHK2	
24670	chr19:53823244-53823415_+	coding	NM_020126	SPHK2	SPHK2	
24671	chr19:53825052-53825470_+	coding	NM_020126	SPHK2	SPHK2	HN_GIST_
24672	chr19:53825511-53825861_+	coding	uc002pju.2	SPHK2	SPHK2	
24674	chr19:53891472-53891704_+	intron	NM_000511	FUT2		Colon_
24675	chr19:53900717-53900836_+	coding	NM_000511	FUT2	FUT2	
24676	chr19:53900875-53900909_+	coding	NM_000511	FUT2	FUT2	
24680	chr19:54007875-54008043_+	promoter				
24682	chr19:54032158-54032329_+	all_mrna	AF147321			
24683	chr19:54068520-54069581_+	coding	NM_014330	PPP1R15A	PPP1R15A	
24684	chr19:54069604-54069956_+	coding	NM_014330	PPP1R15A	PPP1R15A	
24685	chr19:54070607-54071109_+	coding	NM_014330	PPP1R15A	PPP1R15A	
24687	chr19:54117383-54118328_+	coding	NM_006184	NUCB1	NUCB1	HN_GIST_
24688	chr19:54120519-54120587_+	promoter				
24689	chr19:54139461-54139556_+	coding	NM_014475	DHDH	DHDH	Prostate_
24690	chr19:54139824-54140058_+	coding	NM_014475	DHDH	DHDH	Prostate_
24691	chr19:54154433-54154564_+	intron	NM_138764	BAX		NPC_
24693	chr19:54156449-54156843_+	coding	NM_138764	BAX	BAX	
24694	chr19:54160423-54160481_+	coding	NM_000146	FTL	FTL	
24696	chr19:54161718-54161806_+	coding	NM_000146	FTL	FTL	
24697	chr19:54161879-54161990_+	coding	NM_000146	FTL	FTL	
24701	chr19:54210090-54210196_+	coding	NM_006666	RUVBL2	RUVBL2	
24702	chr19:54210622-54210783_+	coding	NM_006666	RUVBL2	RUVBL2	
24703	chr19:54210811-54210995_+	coding	NM_006666	RUVBL2	RUVBL2	
24704	chr19:54232098-54232196_+	ref_known_Gencode_nc	NR_004383	SNAR-G1	SNAR-G1	NPC_
24705	chr19:54273406-54273529_+	novel_intergenic				ESS_
24706	chr19:54280519-54280680_+	coding	NM_003089	SNRNP70	SNRNP70	
24707	chr19:54290896-54291032_+	all_mrna	AK024127			NPC_
24708	chr19:54298012-54298482_+	coding	uc002pmm.1	SNRNP70	SNRNP70	
24709	chr19:54298769-54299194_+	coding	uc002pmn.1	SNRNP70	SNRNP70	EWS_
24710	chr19:54302899-54303658_+	coding	NM_003089	SNRNP70	SNRNP70	EWS_
24711	chr19:54309885-54310015_+	coding	NM_022165	LIN7B	LIN7B	
24713	chr19:54312921-54313570_+	coding	NM_022165	LIN7B	LIN7B	EWS_
24714	chr19:54345304-54346071_+	coding	NM_003660	PPFIA3	PPFIA3	EWS_
24715	chr19:54406497-54406883_+	coding	NM_017636	TRPM4	TRPM4	Prostate_EWS_
24716	chr19:54534856-54535832_+	coding	NM_001774	CD37	CD37	NPC_
24718	chr19:54569923-54570163_+	coding	NM_014419	DKKL1	DKKL1	
24719	chr19:54610957-54611218_+	intron	NM_144688	CCDC155		EWS_
24720	chr19:54612734-54613041_+	coding	NM_144688	CCDC155	CCDC155	EWS_
24721	chr19:54613170-54613497_+	downstream	AK093322			EWS_
24723	chr19:54665334-54665688_+	coding	NM_153329	ALDH16A1	ALDH16A1	NPC_
24724	chr19:54665862-54666098_+	coding	NM_153329	ALDH16A1	ALDH16A1	NPC_
24725	chr19:54681089-54681278_+	coding	NM_001459	FLT3LG	FLT3LG	GIST_
24727	chr19:54685673-54685756_+	ref_known_Gencode_nc	NR_000020	SNORD33	SNORD33	
24728	chr19:54686201-54686420_+	ref_known_Gencode_nc	NR_000018	SNORD35A	SNORD35A	
24729	chr19:54686601-54686794_+	coding	NM_012423	RPL13A	RPL13A	MLS_
24730	chr19:54686904-54686934_+	coding	NM_012423	RPL13A	RPL13A	
24731	chr19:54687144-54687174_+	coding	NM_012423	RPL13A	RPL13A	Prostate_
24732	chr19:54692798-54693271_+	coding	NM_001015	RPS11	RPS11	Prostate_
24733	chr19:54694465-54694575_+	intron	NM_001015	RPS11		
24734	chr19:54694602-54694672_+	coding	NM_001015	RPS11	RPS11	EWS_MLS_
24735	chr19:54694697-54694897_+	coding	NM_001015	RPS11	RPS11	GIST_
24736	chr19:54708542-54708722_+	coding	uc002pof.1	FCGRT	FCGRT	EWS_
24737	chr19:54709254-54709613_+	coding	NM_004107	FCGRT	FCGRT	EWS_
24738	chr19:54719562-54719892_+	coding	NM_004107	FCGRT	FCGRT	EWS_
24739	chr19:54720483-54720655_+	coding	NM_004107	FCGRT	FCGRT	EWS_
24740	chr19:54720954-54721378_+	coding	NM_004107	FCGRT	FCGRT	EWS_
24741	chr19:54738152-54738699_+	coding	NM_020650	RCN3	RCN3	EWS_
24743	chr19:54785430-54786051_+	coding	NM_000951	PRRG2	PRRG2	GIST_
24744	chr19:54801977-54802095_+	intron	NM_020719	PRR12		NPC_
24745	chr19:54820526-54821664_+	coding	NM_020719	PRR12	PRR12	HN_
24747	chr19:54853242-54853694_+	coding	NM_021228	SCAF1	SCAF1	HN_GIST_
24749	chr19:54868695-54868961_+	coding	NM_001040668	BCL2L12	BCL2L12	GIST_
24750	chr19:54883050-54883576_+	coding	NM_198318	PRMT1	PRMT1	HN_MLS_
24751	chr19:54885314-54885620_+	coding	NM_001101340	C19orf76	C19orf76	HN_
24752	chr19:54908489-54908794_+	coding	NM_001136052	CPT1C	CPT1C	ESS_GIST_SS_
24754	chr19:54922343-54922418_+	intron				MLS_
24755	chr19:54966199-54966262_+	intron	NM_014203	AP2A1		NPC_
24756	chr19:55001719-55002183_+	coding	NM_014203	AP2A1	AP2A1	HN_GIST_
24757	chr19:55004544-55004872_+	all_mrna	CU679610			
24758	chr19:55030794-55030990_+	coding	NM_030973	MED25	MED25	
24759	chr19:55031278-55031470_+	coding	NM_030973	MED25	MED25	HN_
24760	chr19:55031768-55032033_+	coding	NM_030973	MED25	MED25	HN_ESS_
24761	chr19:55034967-55035429_+	downstream	AF283769	MED25		
24762	chr19:55048330-55048447_+	intron	NM_017432	PTOV1		
24764	chr19:55055028-55055396_+	coding	NM_017432	PTOV1	PTOV1	HN_
24765	chr19:55055423-55055786_+	coding	NM_017432	PTOV1	PTOV1	ESS_
24770	chr19:55080910-55080968_+	intron	NM_001168222	TBC1D17		NPC_
24771	chr19:55083216-55083364_+	coding	NM_001168222	TBC1D17	TBC1D17	
24772	chr19:55083491-55083795_+	coding	NM_001168222	TBC1D17	TBC1D17	HN_
24776	chr19:55125800-55126168_+	coding	NM_012068	ATF5	ATF5	MLS_
24777	chr19:55127490-55127938_+	coding	NM_012068	ATF5	ATF5	
24778	chr19:55128071-55128236_+	coding	NM_012068	ATF5	ATF5	
24779	chr19:55128398-55129002_+	coding	NM_012068	ATF5	ATF5	NPC_MLS_
24781	chr19:55241990-55242219_+	coding	NM_015428	ZNF473	ZNF473	
24782	chr19:55243589-55243821_+	coding	NM_015428	ZNF473	ZNF473	
24783	chr19:55504699-55505228_+	coding	NM_001077186	MYH14	MYH14	
24784	chr19:55505269-55505590_+	coding	NM_001077186	MYH14	MYH14	NPC_GIST_
24788	chr19:55577519-55578054_+	coding	NM_007121	NR1H2	NR1H2	HN_GIST_
24789	chr19:55578111-55578426_+	downstream	uc010enw.1	NR1H2		GIST_
24790	chr19:55612235-55612315_+	coding	NM_002691	POLD1	POLD1	
24791	chr19:55612838-55613061_+	coding	NM_002691	POLD1	POLD1	NPC_
24792	chr19:55623679-55624038_+	coding	NM_003121	SPIB	SPIB	NPC_
24793	chr19:55625868-55626096_+	coding	AK225225			NPC_
24794	chr19:55659412-55659577_+	coding	NM_004533	MYBPC2	MYBPC2	
24795	chr19:55661156-55661373_+	coding	NM_004533	MYBPC2	MYBPC2	
24796	chr19:55677298-55678592_+	coding	NM_206538	C19orf63	C19orf63	
24797	chr19:55679884-55679994_+	Bartel	uc002psm.1			
24799	chr19:55685666-55685916_+	downstream	uc002psm.1			NPC_
24803	chr19:55920156-55920768_+	coding	NM_002975	CLEC11A	CLEC11A	EWS_GIST_
24806	chr19:56013717-56013921_+	Rinn	uc002ptj.2			
24807	chr19:56049968-56050771_+	coding	NM_001648	KLK3	KLK3	Prostate_
24808	chr19:56050805-56051215_+	all_mrna	AF335478	KLK3	KLK3	Prostate_
24809	chr19:56051352-56051937_+	coding	NM_001648	KLK3	KLK3	Prostate_
24810	chr19:56052261-56052824_+	all_mrna	DQ641251			Prostate_
24811	chr19:56052924-56053307_+	coding	NM_001648	KLK3	KLK3	Prostate_
24812	chr19:56053348-56053989_+	coding	NM_001648	KLK3	KLK3	Prostate_
24813	chr19:56054562-56055132_+	coding	NM_001648	KLK3	KLK3	Prostate_
24814	chr19:56055157-56055813_+	coding	NM_001648	KLK3	KLK3	Prostate_
24815	chr19:56056747-56057153_+	downstream	X75682			Prostate_
24816	chr19:56068761-56069163_+	all_mrna	AF336106	KLK2	KLK2	Prostate_
24817	chr19:56071829-56072376_+	coding	NM_005551	KLK2	KLK2	Prostate_
24818	chr19:56073131-56073457_+	intron	NM_005551	KLK2		Prostate_
24819	chr19:56073507-56073563_+	coding	NM_005551	KLK2	KLK2	Prostate_
24820	chr19:56073590-56074384_+	coding	NM_005551	KLK2	KLK2	Prostate_
24821	chr19:56074976-56075695_+	coding	NM_005551	KLK2	KLK2	Prostate_
24833	chr19:56331497-56331684_+	downstream	AK297043			
24834	chr19:56525294-56525399_+	coding	NM_001101372	IGLON5	IGLON5	ESS_
24837	chr19:56796723-56796811_+	downstream	BC034798			HN_GIST_
24838	chr19:56887390-56887829_+	ref_known_Gencode_nc	NR_029843	MIR99B	MIR99B	
24839	chr19:56899340-56899615_+	ref_known_Gencode_nc	NR_024330	NCRNA00085	NCRNA00085	HN_GIST_
24840	chr19:56900091-56900231_+	ref_known_Gencode_nc	NR_024330	NCRNA00085	NCRNA00085	
24841	chr19:56904916-56905140_+	downstream	AK024362			
24844	chr19:57021116-57021372_+	coding	NM_002030	FPR3	FPR3	
24845	chr19:57140634-57140799_+	coding	NM_001031721	ZNF613	ZNF613	Prostate_
24846	chr19:57144681-57144884_+	intron	uc002pyb.1			Prostate_
24847	chr19:57176283-57176330_+	Gencode_lnc	uc002pyc.2			
24849	chr19:57420778-57420850_+	coding	NM_014225	PPP2R1A	PPP2R1A	
24850	chr19:57421019-57421483_+	coding	NM_014225	PPP2R1A	PPP2R1A	
24851	chr19:57422288-57422460_+	downstream	AK091387	PPP2R1A		
24852	chr19:57487650-57487768_+	coding	NM_001010851	ZNF766	ZNF766	NPC_
24854	chr19:57516645-57516771_+	coding	NM_144684	ZNF480	ZNF480	NPC_
24856	chr19:57588688-57588781_+	intron	BC056265			
24857	chr19:57613334-57613447_+	coding	NM_032423	ZNF528	ZNF528	
24859	chr19:57763656-57763796_+	intron	BC056265			
24862	chr19:58411025-58411140_+	all_mrna	AK128250			Bladder_
24866	chr19:58740950-58741192_+	intron	NM_018555	ZNF331		NPC_
24868	chr19:58747395-58747484_+	all_mrna	AK022474			
24870	chr19:58774157-58774626_+	coding	NM_001079907	ZNF331	ZNF331	
24871	chr19:58775263-58775309_+	coding	NM_001079907	ZNF331	ZNF331	
24872	chr19:59069129-59069520_+	coding	NM_001020821	MYADM	MYADM	
24873	chr19:59069992-59070249_+	coding	NM_001020821	MYADM	MYADM	GIST_
24874	chr19:59070292-59070590_+	coding	NM_001020821	MYADM	MYADM	GIST_
24875	chr19:59071094-59071261_+	coding	NM_001020821	MYADM	MYADM	
24876	chr19:59071366-59071523_+	coding	NM_001020821	MYADM	MYADM	
24877	chr19:59102430-59102658_+	coding	NM_002739	PRKCG	PRKCG	
24878	chr19:59138668-59138757_+	coding	CR596328			ESS_
24879	chr19:59185021-59185245_+	coding	AK131287			
24881	chr19:59298196-59298326_+	coding	NM_004542	NDUFA3	NDUFA3	
24882	chr19:59301034-59301175_+	coding	NM_004542	NDUFA3	NDUFA3	
24883	chr19:59301754-59301988_+	coding	NM_004542	NDUFA3	NDUFA3	HN_GIST_
24884	chr19:59302131-59302254_+	ref_known_Gencode_nc	AK289489			
24886	chr19:59313764-59313912_+	coding	NM_015629	PRPF31	PRPF31	
24887	chr19:59326551-59326938_+	coding	NM_015629	PRPF31	PRPF31	HN_GIST_
24888	chr19:59347973-59348147_+	coding	NM_014516	CNOT3	CNOT3	
24890	chr19:59349787-59349994_+	coding	uc002qdi.2	CNOT3	CNOT3	
24891	chr19:59350726-59351282_+	coding	NM_014516	CNOT3	CNOT3	HN_
24895	chr19:59388831-59389396_+	coding	NM_024075	TSEN34	TSEN34	
24897	chr19:59403117-59403223_+	coding	NM_001013	RPS9	RPS9	GIST_
24898	chr19:59639417-59639847_+	coding	NM_020659	TTYH1	TTYH1	ESS_
24899	chr19:59661311-59661766_+	coding	NM_052925	LENG8	LENG8	
24900	chr19:59663980-59664892_+	coding	NM_052925	LENG8	LENG8	EWS_
24901	chr19:59664926-59665044_+	coding	NM_052925	LENG8	LENG8	NPC_
24904	chr19:59840127-59840437_+	coding	NM_001081639	LILRB1	LILRB1	
24905	chr19:59871224-59871682_+	coding	NM_006847	LILRB4	LILRB4	
24906	chr19:60204049-60204270_+	coding	NM_017852	NLRP2	NLRP2	Bladder_
24909	chr19:60253952-60254172_+	intron	X54150			NPC_
24910	chr19:60256836-60257066_+	intron	X54150			NPC_
24911	chr19:60287206-60287366_+	coding	uc010est.1	EPS8L1	EPS8L1	HN_
24912	chr19:60290460-60290592_+	coding	NM_017729	EPS8L1	EPS8L1	Bladder_
24913	chr19:60290709-60291131_+	coding	NM_017729	EPS8L1	EPS8L1	GIST_
24917	chr19:60369855-60370065_+	intron	X54150			
24919	chr19:60432992-60433191_+	all_mrna	AK127755			
24920	chr19:60433243-60433686_+	all_mrna	AK127755			
24922	chr19:60515468-60515703_+	coding	NM_032430	BRSK1	BRSK1	GIST_SS_
24923	chr19:60550596-60551361_+	coding	NM_032701	SUV420H2	SUV420H2	HN_
24924	chr19:60581175-60581402_+	coding	NM_139172	TMEM190	TMEM190	NPC_
24926	chr19:60589751-60589794_+	coding	NM_001136136	RPL28	RPL28	
24927	chr19:60589815-60589853_+	coding	NM_001136136	RPL28	RPL28	
24928	chr19:60591281-60591744_+	coding	NM_001136134	RPL28	RPL28	SS_
24929	chr19:60594626-60594770_+	coding	NM_001136135	RPL28	RPL28	
24930	chr19:60594794-60594943_+	coding	NM_001136135	RPL28	RPL28	
24931	chr19:60594970-60595256_+	coding	NM_001136135	RPL28	RPL28	
24932	chr19:60606122-60606254_+	intron	CU688219			EWS_
24933	chr19:60606278-60606400_+	intron	CU688219			MLS_
24935	chr19:60687305-60687639_+	coding	NM_033113	ZNF628	ZNF628	NPC_
24936	chr19:60690032-60690737_+	coding	NM_020378	NAT14	NAT14	GIST_
24937	chr19:60699316-60699450_+	intron	NM_001144950	SSC5D		
24938	chr19:60720472-60720982_+	coding	NM_001144950	SSC5D	SSC5D	
24939	chr19:60721252-60721851_+	coding	NM_001144950	SSC5D	SSC5D	
24940	chr19:60721874-60722201_+	coding	NM_001144950	SSC5D	SSC5D	NPC_
24944	chr19:60805843-60806299_+	coding	NM_153219	ZNF524	ZNF524	
24945	chr19:60810408-60810484_+	downstream	BC007396	ZNF524		NPC_
24946	chr19:60819699-60820497_+	coding				HN_
24947	chr19:60843501-60844074_+	all_mrna	AK123294	ZNF580	ZNF580	NPC_
24948	chr19:60845870-60846767_+	coding	NM_207115	ZNF580	ZNF580	HN_GIST_
24949	chr19:60848286-60848778_+	coding	NM_016535	ZNF581	ZNF581	EWS_
24950	chr19:60850232-60850405_+	downstream	uc002qln.1	ZNF581		
24951	chr19:60855606-60856358_+	coding	NM_013301	CCDC106	CCDC106	HN_EWS_
24952	chr19:60872618-60872848_+	coding	NM_007279	U2AF2	U2AF2	
24953	chr19:60877415-60877878_+	coding	NM_007279	U2AF2	U2AF2	HN_
24954	chr19:60881984-60882188_+	coding	NM_013333	EPN1	EPN1	
24955	chr19:60897901-60898148_+	coding	NM_013333	EPN1	EPN1	
24956	chr19:60898323-60898926_+	coding	NM_013333	EPN1	EPN1	
24958	chr19:61363164-61364051_+	coding	NM_018337	ZNF444	ZNF444	HN_EWS_
24959	chr19:61440129-61440283_+	intron				Bladder_
24960	chr19:61513343-61513611_+	intron				HN_Skin_
24961	chr19:61582741-61583043_+	Gencode_lnc	NR_003127	ZNF542	ZNF542	
24962	chr19:61617800-61617930_+	intron	NM_152478	ZNF583		
24963	chr19:61731943-61732077_+	coding	NM_020813	ZNF471	ZNF471	
24965	chr19:61785889-61785955_+	coding	NM_001001668	ZNF470	ZNF470	NPC_
24966	chr19:61826305-61826587_+	coding	NM_021216	ZNF71	ZNF71	
24969	chr19:62425809-62426002_+	coding	NM_003417	ZNF264	ZNF264	
24970	chr19:62438446-62438721_+	coding	NM_003160	AURKC	AURKC	MLS_
24971	chr19:62461764-62461905_+	coding	NM_001145078	ZNF805	ZNF805	
24972	chr19:62465268-62465513_+	coding	NM_001145078	ZNF805	ZNF805	
24973	chr19:62501435-62501520_+	Rinn	AK074582	ZNF460		
24974	chr19:62507378-62507580_+	all_mrna	AK123363			
24976	chr19:62511452-62511717_+	downstream	AK123363			NPC_
24977	chr19:62562845-62563073_+	coding	NM_020657	ZNF304	ZNF304	Bladder_
24980	chr19:62634231-62634439_+	intron	AX721128			
24982	chr19:62641509-62641551_+	intron	NM_001023561	ZNF749		
24983	chr19:62697597-62697727_+	coding	NM_001098496	ZNF419	ZNF419	
24984	chr19:62697749-62697836_+	coding	NM_001098496	ZNF419	ZNF419	
24985	chr19:62743954-62744035_+	coding	AK094139	ZNF549	ZNF549	
24986	chr19:62796915-62797044_+	all_mrna	AK128340	ZIK1	ZIK1	
24988	chr19:62827596-62827885_+	intron	AB209847	ZNF211		
24989	chr19:62845749-62845930_+	coding	NM_006385	ZNF211	ZNF211	
24990	chr19:62869483-62869657_+	promoter				Bladder_
24992	chr19:62926797-62926973_+	intron	uc002qpx.2	ZNF776		MLS_
24993	chr19:62961141-62961315_+	coding	NM_173632	ZNF776	ZNF776	Bladder_
24994	chr19:62996756-62996923_+	intron	uc002qqb.1	ZNF587		
24995	chr19:63063733-63063831_+	coding	NM_032828	ZNF587	ZNF587	Bladder_
24996	chr19:63067908-63068026_+	coding	NM_032828	ZNF587	ZNF587	Bladder_
24997	chr19:63068222-63068351_+	coding	NM_032828	ZNF587	ZNF587	NPC_
24998	chr19:63071494-63071636_+	all_mrna	AK027616	ZNF587	ZNF587	
24999	chr19:63071695-63071752_+	all_mrna	AK027616	ZNF587	ZNF587	
25000	chr19:63074802-63074971_+	intron	AF086368			NPC_
25001	chr19:63241267-63241602_+	coding	NM_182572	ZSCAN1	ZSCAN1	EWS_
25003	chr19:63287361-63287683_+	all_mrna	AK095796			
25004	chr19:63289178-63289456_+	all_mrna	AK095796			HN_
25005	chr19:63389086-63389271_+	all_mrna	AK022328	ZNF274	ZNF274	
25006	chr19:63416473-63416718_+	coding	NM_133502	ZNF274	ZNF274	
25007	chr19:63466582-63466796_+	coding	NM_014480	ZNF544	ZNF544	GIST_
25008	chr19:63480431-63480645_+	Rinn				
25009	chr19:63506594-63506797_+	intron	uc002qrz.2	ZNF8		
25010	chr19:63545377-63545503_+	coding	NM_181846	ZSCAN22	ZSCAN22	
25012	chr19:63552786-63552881_+	intron	uc002qse.2	NCRNA00181		NPC_
25013	chr19:63556696-63556846_+	intron	NR_015380	NCRNA00181		
25014	chr19:63557900-63558356_+	ref_known_Gencode_nc	NR_015380	NCRNA00181	NCRNA00181	
25016	chr19:63582044-63582118_+	intron				MLS_
25017	chr19:63590432-63590495_+	coding	NM_001009	RPS5	RPS5	
25019	chr19:63597653-63597959_+	coding	NM_001009	RPS5	RPS5	
25020	chr19:63601433-63601584_+	downstream	CR614318			HN_
25022	chr19:63621210-63621482_+	coding	NM_173548	ZNF584	ZNF584	
25023	chr19:63660102-63660305_+	coding	NM_207395	ZNF324B	ZNF324B	
25024	chr19:63660709-63661007_+	coding	NM_207395	ZNF324B	ZNF324B	
25025	chr19:63676175-63676767_+	coding	NM_014347	ZNF324	ZNF324	NPC_
25026	chr19:63683914-63684388_+	coding	NM_017908	ZNF446	ZNF446	HN_GIST_
25029	chr19:63752519-63752814_+	coding	NM_005762	TRIM28	TRIM28	
25030	chr19:63752896-63753015_+	coding	NM_005762	TRIM28	TRIM28	
25033	chr19:63753512-63753684_+	coding	NM_005762	TRIM28	TRIM28	
25034	chr19:63753716-63753927_+	coding	NM_005762	TRIM28	TRIM28	HN_EWS_
25037	chr19:63762386-63762581_+	ref_known_Gencode_nc	NR_027334	LOC100131691	LOC100131691	EWS_
25038	chr19:63763205-63763393_+	intron	NR_027334	LOC100131691		
25040	chr19:63767285-63767514_+	intron	NR_027334	LOC100131691		
25041	chr19:63785112-63785377_+	Bartel	NR_026052	MGC2752	MGC2752	GIST_
25043	chr19:63787100-63787238_+	coding	NR_026052	MGC2752	MGC2752	Bladder_
25046	chr20:228783-228948_+	coding	NM_033089	ZCCHC3	ZCCHC3	NPC_
25047	chr20:255274-255843_+	coding	NM_006943	SOX12	SOX12	
25048	chr20:256561-257146_+	coding	NM_006943	SOX12	SOX12	EWS_
25049	chr20:257200-257359_+	coding	NM_006943	SOX12	SOX12	
25050	chr20:258601-258837_+	coding	NM_006943	SOX12	SOX12	EWS_
25051	chr20:282074-282672_+	coding	NM_024958	NRSN2	NRSN2	
25052	chr20:283008-283502_+	coding	NM_024958	NRSN2	NRSN2	HN_GIST_
25053	chr20:325735-326182_+	coding	NM_021158	TRIB3	TRIB3	GIST_
25054	chr20:339052-339384_+	ref_known_Gencode_nc	uc002wdo.2	RBCK1	RBCK1	
25055	chr20:342396-342546_+	all_mrna	AK022947			NPC_
25056	chr20:342570-342800_+	intron	NM_006462	RBCK1		NPC_
25057	chr20:358994-359590_+	coding	NM_006462	RBCK1	RBCK1	GIST_
25058	chr20:360522-360775_+	downstream	NM_006462	RBCK1		NPC_
25061	chr20:409725-409840_+	intron				
25064	chr20:774205-774565_+	coding	NM_001042353	FAM110A	FAM110A	HN_
25065	chr20:774615-774898_+	coding	NM_001042353	FAM110A	FAM110A	GIST_
25066	chr20:1063759-1063933_+	coding	NM_006814	PSMF1	PSMF1	
25067	chr20:1066937-1067018_+	intron	NM_006814	PSMF1		NPC_
25068	chr20:1092944-1093107_+	coding	NM_006814	PSMF1	PSMF1	
25069	chr20:1093668-1094154_+	coding	NM_006814	PSMF1	PSMF1	
25070	chr20:1094770-1094954_+	coding	NM_006814	PSMF1	PSMF1	
25071	chr20:1095716-1095950_+	coding	NM_006814	PSMF1	PSMF1	NPC_
25074	chr20:1237673-1237948_+	coding	NM_014723	SNPH	SNPH	
25076	chr20:1287018-1287197_+	intron	uc002wew.2			
25077	chr20:1290688-1290838_+	intron	uc002wew.2			NPC_
25078	chr20:1296977-1297146_+	intron	uc002wew.2			
25082	chr20:1840384-1840568_+	intron	NM_080792	SIRPA		
25083	chr20:1866823-1866881_+	coding	NM_080792	SIRPA	SIRPA	EWS_
25084	chr20:1868262-1868519_+	coding	NM_080792	SIRPA	SIRPA	HN_
25086	chr20:2076960-2077178_+	coding	NM_080836	STK35	STK35	HN_NPC_
25087	chr20:2141549-2141774_+	Rinn				
25088	chr20:2269437-2269801_+	coding	NM_003245	TGM3	TGM3	HN_
25091	chr20:2582862-2583017_+	ref_known_Gencode_nc	NR_003078	SNORD110	SNORD110	
25093	chr20:2585402-2585512_+	coding	NR_027700	NOP56	NOP56	Bladder_
25094	chr20:2585593-2585636_+	Gencode_lnc	NR_002738	SNORD57	SNORD57	Bladder_
25095	chr20:2585757-2585840_+	coding	NR_027700	NOP56	NOP56	Bladder_
25096	chr20:2586730-2586881_+	coding	NR_027700	NOP56	NOP56	
25098	chr20:2587038-2587458_+	coding	NM_006392	NOP56	NOP56	
25099	chr20:2675801-2675850_+	intron	NM_001110514	EBF4		ESS_
25100	chr20:2688274-2688851_+	coding	NM_001110514	EBF4	EBF4	ESS_
25102	chr20:2744254-2744449_+	coding	NM_080739	C20orf141	C20orf141	HN_
25105	chr20:2795074-2795360_+	coding	NM_022575	VPS16	VPS16	NPC_
25106	chr20:2887040-2887176_+	intron	NM_002836	PTPRA		NPC_MLS_
25107	chr20:2911939-2912197_+	all_mrna	AK024364			NPC_
25108	chr20:2926682-2926793_+	intron	NM_002836	PTPRA		MLS_
25109	chr20:2966703-2967296_+	coding	NM_002836	PTPRA	PTPRA	HN_GIST_
25110	chr20:2967459-2967716_+	all_mrna	AF147353			
25111	chr20:2976350-2976851_+	coding	NM_030811	MRPS26	MRPS26	
25112	chr20:3001002-3001137_+	coding	NM_000915	OXT	OXT	
25115	chr20:3148598-3148660_+	intron	NM_181493	ITPA		
25116	chr20:3152117-3152450_+	coding	NM_181493	ITPA	ITPA	
25118	chr20:3173788-3174011_+	downstream				Bladder_
25119	chr20:3432930-3433051_+	intron	NM_139322	ATRN		
25120	chr20:3579467-3579745_+	coding	NM_139321	ATRN	ATRN	Bladder_NPC_
25123	chr20:3681160-3681839_+	coding	NM_052970	HSPA12B	HSPA12B	
25127	chr20:3733466-3734157_+	coding	NM_004358	CDC25B	CDC25B	
25128	chr20:3734180-3734764_+	coding	NM_004358	CDC25B	CDC25B	HN_NPC_
25129	chr20:3753586-3753932_+	coding	NM_018347	C20orf29	C20orf29	
25132	chr20:3795665-3795978_+	coding	NM_020746	MAVS	MAVS	
25133	chr20:3798967-3799162_+	coding	NM_020746	MAVS	MAVS	NPC_
25134	chr20:3801098-3801339_+	coding	NM_020746	MAVS	MAVS	
