^SAMPLE = GSM281777
!Sample_title = 293-tet-On-EWS/NOR1 without doxycycline
!Sample_geo_accession = GSM281777
!Sample_status = Public on Dec 10 2008
!Sample_submission_date = Apr 16 2008
!Sample_last_update_date = Aug 28 2018
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = 293-tet-On-EWS/NOR1 cells, doxycycline untreated
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 293-tet-On-EWS/NOR1 cells were cultured without doxycycline for 24 hours.
!Sample_treatment_protocol_ch1 = without doxycycline
!Sample_growth_protocol_ch1 = DMEM supplemented with 10% FCS
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Qiagen RNeasy mini column 
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = in vitro transcription, Affymetrix protocol
!Sample_hyb_protocol = Labeled cRNA was hybridized with the array in the hybridization buffer for 16 hours.
!Sample_scan_protocol = GCOS (GeneChip operating software)
!Sample_description = To identify genes affected by EWS/NOR1 overexpression, we compared expression profiles between EWS/NOR1-induced 293-tet-On cells and its control cells.
!Sample_data_processing = GCOS (GeneChip operating software)
!Sample_platform_id = GPL570
!Sample_contact_name = Naganari,,Ohkura
!Sample_contact_email = nohkura@ncc.go.jp
!Sample_contact_phone = +81-3-3542-2511
!Sample_contact_fax = +81-3-3542-8170
!Sample_contact_department = Tumor Endocrinology Project
!Sample_contact_institute = National Cancer Center Research Institute
!Sample_contact_address = 5-1-1, Tsukiji, Chuo-ku
!Sample_contact_city = Tokyo
!Sample_contact_zip/postal_code = 104-0045
!Sample_contact_country = Japan
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM281nnn/GSM281777/suppl/GSM281777.CEL.gz
!Sample_relation = Reanalyzed by: GSE119087
!Sample_series_id = GSE11185
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = EWS/NOR1 without doxycycline
#ABS_CALL = 
#DETECTION P-VALUE = 
!sample_table_begin
ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
227021_at	116.7	P	0.000244
227022_at	141	P	0.000244
227023_at	7.8	A	0.111572
227024_s_at	4.4	A	0.5
227025_at	305.5	P	0.000244
227026_at	426.5	P	0.000244
227027_at	302.7	P	0.000244
227028_s_at	21.4	P	0.023926
227029_at	364.1	P	0.000244
227030_at	19.8	A	0.366211
227031_at	183.9	P	0.000244
227032_at	88.1	P	0.023926
227033_at	122.2	P	0.000244
227034_at	444.6	P	0.000244
227035_x_at	243.7	P	0.000244
227036_at	162.3	P	0.000732
227037_at	259.2	P	0.000244
227038_at	582.6	P	0.000244
227039_at	108.8	P	0.023926
227040_at	68.3	P	0.000732
227041_at	66.5	P	0.001953
227042_at	386.5	P	0.00293
227043_at	3.7	A	0.828613
227044_at	224.6	P	0.000244
227045_at	352.8	P	0.000244
227046_at	61.3	P	0.000244
227047_x_at	81.8	P	0.001953
227048_at	93.7	P	0.000244
227049_at	398.9	P	0.000244
227050_at	16.4	A	0.246094
227051_at	61.8	P	0.000244
227052_at	129.2	P	0.000244
227053_at	41.4	P	0.030273
227054_at	257.8	P	0.001953
227055_at	39	P	0.023926
227056_at	59.5	P	0.005859
227057_at	2.1	A	0.828613
227058_at	8.8	A	0.567627
227059_at	311.4	P	0.000244
227060_at	34.7	A	0.303711
227061_at	0.9	A	0.828613
227062_at	24.4	P	0.046143
227063_at	501.8	P	0.000244
227064_at	384.5	P	0.000244
227065_at	138.4	P	0.030273
227066_at	33.1	P	0.046143
227067_x_at	108.3	P	0.005859
227068_at	1061.8	P	0.000244
227069_at	301.2	P	0.000244
227070_at	276.3	P	0.000244
227071_at	56.4	A	0.149658
227072_at	688.6	P	0.000244
227073_at	111.1	P	0.000244
227074_at	25.2	A	0.219482
227075_at	338.4	P	0.000244
227076_at	110.6	A	0.080566
227077_at	713.8	P	0.000244
227078_at	39.2	P	0.023926
227079_at	204.1	P	0.00293
227080_at	282.2	P	0.000244
227081_at	7.8	A	0.398926
227082_at	9.6	M	0.056152
227083_at	211.5	P	0.000244
227084_at	531.9	P	0.00293
227085_at	316.9	P	0.000244
227086_at	130.7	P	0.00293
227087_at	356.3	P	0.000244
227088_at	164.1	P	0.000244
227089_at	142.3	P	0.000732
227090_at	48.1	P	0.00293
227091_at	24.4	A	0.067627
227092_at	112	P	0.00293
227093_at	269.8	P	0.000244
227094_at	346.6	P	0.000244
227095_at	306.1	P	0.000244
227096_at	76.5	P	0.010742
227097_at	11.7	A	0.171387
227098_at	58.6	M	0.056152
227099_s_at	222.8	P	0.000244
227100_at	142.3	P	0.000244
227101_at	106.1	P	0.000244
227102_at	104.6	P	0.000244
227103_s_at	90.3	P	0.001953
227104_x_at	17	P	0.037598
227105_at	467	P	0.000244
227106_at	35.3	A	0.095215
227107_at	362.3	P	0.000732
227108_at	29.3	A	0.067627
227109_at	186.7	P	0.000244
227110_at	1218.5	P	0.000244
227111_at	283.4	P	0.001953
227112_at	94.2	P	0.000732
227113_at	36	A	0.19458
227114_at	56.4	P	0.001221
227115_at	29	A	0.171387
227116_at	667.8	P	0.000244
227117_at	609.7	P	0.000244
227118_s_at	8	A	0.366211
227119_at	155.9	P	0.000244
227120_at	83.4	P	0.018555
227121_at	29.5	P	0.030273
227122_at	79.3	P	0.000244
227123_at	52.3	P	0.008057
227124_at	964.7	P	0.000244
227125_at	92.5	P	0.000244
227126_at	209.6	P	0.000244
227127_at	32.5	A	0.129639
227128_s_at	1.2	A	0.953857
227129_x_at	149.6	P	0.010742
227130_s_at	11.1	P	0.023926
227131_at	185	P	0.00415
227132_at	97.2	P	0.000244
227133_at	548.7	P	0.000244
227134_at	42.6	A	0.149658
227135_at	153.5	P	0.000732
227136_s_at	34.2	P	0.008057
227137_at	30.8	P	0.046143
227138_at	48.7	P	0.010742
227139_s_at	445.2	P	0.000732
227140_at	11.7	A	0.129639
227141_at	500.6	P	0.000244
227142_at	19.1	A	0.219482
227143_s_at	357.7	P	0.000244
227144_at	73.1	P	0.01416
227145_at	18.4	A	0.149658
227146_at	182.7	P	0.000244
227147_s_at	4.6	A	0.5
227148_at	36.9	P	0.001953
227149_at	33.4	P	0.000732
227150_at	184.3	P	0.001221
227151_at	60.2	P	0.030273
227152_at	63.5	P	0.000244
227153_at	193.5	P	0.005859
227154_at	21.8	A	0.19458
227155_at	36.6	P	0.00293
227156_at	193.8	P	0.000244
227157_at	246.8	P	0.000244
227158_at	377.6	P	0.000244
227159_at	73.5	P	0.005859
227160_s_at	279.2	P	0.000244
227161_at	194	P	0.000244
227162_at	131.8	P	0.000244
227163_at	126.3	P	0.000244
227164_at	452	P	0.000244
227165_at	243.6	P	0.000244
227166_at	281.3	P	0.000244
227167_s_at	471.2	P	0.000244
227168_at	4.9	A	0.850342
227169_at	91.2	P	0.01416
227170_at	32.4	P	0.046143
227171_at	170.8	P	0.000732
227172_at	106.1	P	0.000732
227173_s_at	64.7	P	0.005859
227174_at	3.3	A	0.466064
227175_at	27.1	A	0.303711
227176_at	230.2	P	0.000244
227177_at	41.2	M	0.056152
227178_at	53.3	A	0.067627
227179_at	160.2	P	0.000244
227180_at	390.8	P	0.000244
227181_at	54.1	P	0.00415
227182_at	1.3	A	0.80542
227183_at	13.2	A	0.366211
227184_at	62.1	A	0.19458
227185_at	97.7	P	0.000244
227186_s_at	2339.3	P	0.000244
227187_at	624.9	P	0.000244
227188_at	31.3	P	0.001953
227189_at	17.4	P	0.00293
227190_at	1.9	A	0.80542
227191_at	80	P	0.000244
227192_at	17.1	A	0.076904
227193_at	174.1	P	0.000244
227194_at	1	A	0.964355
227195_at	828.1	P	0.000732
227196_at	945.7	P	0.000732
227197_at	193.2	P	0.000244
227198_at	63.3	P	0.000732
227199_at	160.7	P	0.00293
227200_at	500.3	P	0.000732
227201_at	31.4	A	0.19458
227202_at	29.3	P	0.001953
227203_at	77.2	P	0.00293
227204_at	192.2	P	0.000244
227205_at	402.6	P	0.000244
227206_at	23.4	P	0.001953
227207_x_at	82.9	P	0.001221
227208_at	106.1	P	0.001953
227209_at	116.6	P	0.000244
227210_at	104.5	P	0.000244
227211_at	440.6	P	0.000244
227212_s_at	628.5	P	0.000732
227213_at	91.8	P	0.001953
227214_at	91.8	P	0.000732
227215_at	214.7	P	0.000732
227216_at	23.2	P	0.030273
227217_at	15.9	A	0.567627
227218_at	7.2	A	0.567627
227219_x_at	119	P	0.001221
227220_at	402.7	P	0.000244
227221_at	162	P	0.000244
227222_at	76.3	P	0.010742
227223_at	39.1	P	0.046143
227224_at	397.4	P	0.000732
227225_at	2	A	0.491699
227226_at	32.2	P	0.005859
227227_at	207.2	P	0.000244
227228_s_at	67.1	P	0.000244
227229_at	105	P	0.001221
227230_s_at	195.3	P	0.000244
227231_at	95.5	P	0.000244
227232_at	2.2	A	0.334473
227233_at	18.8	M	0.053467
227234_at	114.5	P	0.000732
227235_at	79.7	P	0.000732
227236_at	72.5	P	0.001953
227237_x_at	233	P	0.000732
227238_at	0.3	A	0.99707
227239_at	1083.1	P	0.000244
227240_at	49.1	A	0.246094
227241_at	0.3	A	0.98584
227242_s_at	35.8	P	0.00293
227243_s_at	32.6	P	0.000244
227244_s_at	104.4	P	0.000244
227245_at	770.4	P	0.000244
227246_at	255	P	0.000244
227247_at	252.8	P	0.000244
227248_at	25.7	A	0.303711
227249_at	330.3	P	0.000244
227250_at	87.9	P	0.000732
227251_at	58	P	0.001953
227252_at	49.2	P	0.046143
227253_at	15.8	A	0.080566
227254_at	114.4	P	0.000244
227255_at	244.4	P	0.000244
227256_at	347.3	P	0.000244
227257_s_at	209.9	P	0.000732
227258_at	2.5	A	0.5
227259_at	65.3	P	0.010742
227260_at	57.6	P	0.000244
227261_at	112.1	P	0.000244
227262_at	41.3	P	0.00415
227263_at	35.2	A	0.095215
227264_at	70.5	P	0.00293
227265_at	0.2	A	0.919434
227266_s_at	8.3	A	0.246094
227267_at	276.9	P	0.000244
227268_at	311.9	P	0.000244
227269_s_at	12.8	A	0.111572
227270_at	217.7	P	0.000244
227271_at	21.5	A	0.27417
227272_at	32.5	A	0.303711
227273_at	155.2	P	0.000244
227274_at	426	P	0.000244
227275_at	1.6	A	0.5
227276_at	27.6	A	0.095215
227277_at	202	P	0.01416
227278_at	1054.1	P	0.000244
227279_at	220.9	P	0.000732
227280_s_at	284.9	P	0.000244
227281_at	18.3	A	0.466064
227282_at	8.9	A	0.466064
227283_at	60.7	P	0.001953
227284_at	210.3	P	0.000732
227285_at	50.5	A	0.080566
227286_at	255.4	P	0.000244
227287_at	0.9	A	0.953857
227288_at	315.8	P	0.000244
227289_at	161.6	P	0.000244
227290_at	213.6	P	0.000732
227291_s_at	2138.1	P	0.000244
227292_at	58.6	P	0.000244
227293_at	210.5	P	0.000244
227294_at	385.5	P	0.000244
227295_at	216	P	0.000244
227296_at	57.9	M	0.056152
227297_at	14.5	M	0.056152
227298_at	77.4	P	0.00293
227299_at	42.2	P	0.01416
227300_at	9.5	P	0.046143
227301_at	211.4	P	0.000244
227302_s_at	33	A	0.149658
227303_at	64.6	P	0.018555
227304_at	196	P	0.000244
227305_s_at	832.9	P	0.000732
227306_at	36.5	M	0.056152
227307_at	22.9	A	0.432373
227308_x_at	73.6	P	0.046143
227309_at	595.9	P	0.000244
227310_at	39.3	P	0.008057
227311_at	2.8	A	0.74707
227312_at	126.2	P	0.000244
227313_at	66.2	P	0.000732
227314_at	132.6	P	0.000244
227315_x_at	2.9	A	0.633789
227316_at	30.3	P	0.00415
227317_at	30.1	P	0.046143
227318_at	162.3	P	0.000244
227319_at	103.2	P	0.001221
227320_at	13.2	A	0.111572
227321_at	10.5	A	0.129639
227322_s_at	2003.2	P	0.000244
227323_at	5.1	A	0.334473
227324_at	85.7	P	0.046143
227325_at	105.3	P	0.000244
227326_at	181.8	P	0.000244
227327_at	236.6	P	0.000244
227328_at	356.8	P	0.000732
227329_at	8.4	A	0.149658
227330_x_at	106.1	P	0.000732
227331_at	226.9	P	0.001953
227332_at	101.6	P	0.000244
227333_at	34.6	A	0.27417
227334_at	161.1	P	0.000244
227335_at	293.9	P	0.000244
227336_at	2.2	A	0.850342
227337_at	72.6	A	0.067627
227338_at	361.5	P	0.000244
227339_at	33.9	A	0.27417
227340_s_at	84.6	P	0.000244
227341_at	245.7	P	0.000732
227342_s_at	29.2	A	0.129639
227343_at	4.4	A	0.533936
227344_at	10.2	A	0.129639
227345_at	267	P	0.000244
227346_at	2	A	0.466064
227347_x_at	658.1	P	0.000732
227348_at	67.9	P	0.023926
227349_at	441.5	P	0.000244
227350_at	1558.8	P	0.000244
227351_at	232.6	P	0.000244
227352_at	95.3	P	0.001953
227353_at	17.1	A	0.432373
227354_at	71	P	0.000244
227355_at	47.4	A	0.19458
227356_at	94.5	P	0.000244
227357_at	304.5	P	0.000244
227358_at	15.3	A	0.334473
227359_at	77.4	P	0.008057
227360_at	29.2	A	0.129639
227361_at	314.7	P	0.000244
227362_at	12.1	A	0.19458
227363_s_at	1682.9	P	0.000244
227364_at	1559.6	P	0.000244
227365_at	9	A	0.567627
227366_at	63.9	A	0.080566
227367_at	56.8	P	0.001953
227368_at	142	P	0.000244
227369_at	1012.1	P	0.000244
227370_at	359.1	P	0.000244
227371_at	121.3	P	0.000244
227372_s_at	452.2	P	0.000244
227373_at	546.4	P	0.000244
227374_at	371.5	P	0.000244
227375_at	332.2	P	0.000244
227376_at	259.4	P	0.000244
227377_at	372.7	P	0.000244
227378_x_at	314.3	P	0.000244
227379_at	61.5	P	0.000244
227380_x_at	20.6	P	0.001953
227381_at	5.6	A	0.753906
227382_at	162	P	0.000244
227383_at	31.4	P	0.046143
227384_s_at	50.3	P	0.001953
227385_at	396.5	P	0.000244
227386_s_at	138.4	P	0.001221
227387_at	26.2	P	0.010742
227388_at	992.3	P	0.000244
227389_x_at	2.2	A	0.466064
227390_at	1.2	A	0.870361
227391_x_at	1335.4	P	0.000732
227392_at	40.9	M	0.056152
227393_at	12.6	A	0.246094
227394_at	103.4	P	0.000244
227395_at	232.9	P	0.000244
227396_at	96.5	P	0.001221
227397_at	4.6	A	0.696289
227398_s_at	5.9	A	0.466064
227399_at	202.4	P	0.000244
227400_at	47	A	0.067627
227401_at	87.5	P	0.001221
227402_s_at	231.6	P	0.000732
227403_at	24.6	A	0.067627
227404_s_at	574.8	P	0.000732
227405_s_at	192.7	P	0.000244
227406_at	182.1	P	0.000244
227407_at	416.2	P	0.000244
227408_s_at	192.8	P	0.001221
227409_at	57.5	P	0.010742
227410_at	69.3	P	0.010742
227411_at	32	A	0.219482
227412_at	40.9	P	0.046143
227413_at	604.7	P	0.000244
227414_at	90.8	P	0.01416
227415_at	179.3	P	0.000244
227416_s_at	1048.9	P	0.000244
227417_at	115.7	P	0.001953
227418_at	609.6	P	0.000244
227419_x_at	0.9	A	0.665527
227420_at	19.5	P	0.018555
227421_at	653.4	P	0.000244
227422_at	166.6	P	0.000732
227423_at	96.4	A	0.095215
227424_x_at	189.9	P	0.023926
227425_at	53.7	P	0.000244
227426_at	255.4	P	0.000732
227427_at	21.9	A	0.149658
227428_at	684.5	P	0.000244
227429_at	7	A	0.366211
227430_at	49.9	P	0.000244
227431_at	249.1	P	0.000244
227432_s_at	161.2	P	0.000732
227433_at	142.4	P	0.000244
227434_at	3.2	A	0.828613
227435_at	129.1	P	0.001221
227436_at	231.7	P	0.000732
227437_at	35.7	A	0.466064
227438_at	34.3	P	0.030273
227439_at	14.3	A	0.111572
227440_at	1.7	A	0.601074
227441_s_at	5	A	0.149658
227442_at	295.1	P	0.001221
227443_at	60.8	P	0.000244
227444_at	21.7	P	0.000244
227445_at	385.6	P	0.000732
227446_s_at	174.2	P	0.000244
227447_at	1284.3	P	0.000244
227448_at	56.9	P	0.000244
227449_at	172.7	P	0.000244
227450_at	14.1	P	0.023926
227451_s_at	290.6	P	0.000244
227452_at	39	P	0.005859
227453_at	1.5	A	0.665527
227454_at	245.6	P	0.000244
227455_at	173.6	P	0.000244
227456_s_at	196	P	0.00293
227457_at	2.7	A	0.80542
227458_at	10.9	A	0.080566
227459_at	193.8	P	0.023926
227460_at	23.1	P	0.030273
227461_at	114.8	P	0.000244
227462_at	222.4	P	0.000732
227463_at	1.8	A	0.888428
227464_at	29.9	A	0.111572
227465_at	556.3	P	0.001221
227466_at	348.9	P	0.005859
227467_at	146.1	P	0.000732
227468_at	24	A	0.067627
227469_at	47.9	A	0.19458
227470_at	83.7	P	0.005859
227471_at	252.6	P	0.000244
227472_at	17.1	A	0.149658
227473_at	306.9	P	0.001221
227474_at	16.8	P	0.023926
227475_at	169	P	0.000244
227476_at	278.9	P	0.000244
227477_at	934.5	P	0.000244
227478_at	338.4	P	0.001221
227479_at	285.7	P	0.001953
227480_at	15	A	0.303711
227481_at	319.7	P	0.000244
227482_at	94.9	P	0.018555
227483_s_at	1.5	A	0.888428
227484_at	36	P	0.023926
227485_at	79.3	P	0.001221
227486_at	4	A	0.601074
227487_s_at	12.3	A	0.129639
227488_at	31.4	A	0.366211
227489_at	281.9	P	0.000732
227490_at	69.3	P	0.023926
227491_at	46.4	P	0.023926
227492_at	1136.2	P	0.000244
227493_s_at	288.9	P	0.000732
227494_at	28.5	A	0.303711
227496_at	29	A	0.171387
227497_at	28.8	P	0.037598
227498_at	40.6	P	0.000244
227499_at	140.5	P	0.001221
227500_at	53.9	P	0.01416
227501_at	17.8	P	0.018555
227502_at	61.9	P	0.010742
227503_at	148.2	P	0.000732
227504_s_at	5.8	A	0.27417
227505_at	13.4	A	0.149658
227506_at	156.7	P	0.000732
227507_at	205.2	P	0.001953
227508_at	286.7	P	0.000732
227509_x_at	159.5	P	0.001953
227510_x_at	23.8	P	0.005859
227511_at	189.7	P	0.000244
227512_at	65.8	A	0.067627
227513_s_at	26.5	A	0.27417
227514_at	99	P	0.000244
227515_at	110	P	0.00293
227516_at	461.2	P	0.001953
227517_s_at	267.8	P	0.000732
227518_at	202.5	P	0.000244
227519_at	7.1	A	0.303711
227520_at	2515.2	P	0.000244
227521_at	343.4	P	0.001221
227522_at	438.6	P	0.000244
227523_s_at	189.2	P	0.000244
227524_at	100.3	P	0.000244
227525_at	477.2	P	0.000732
227526_at	87.9	P	0.001953
227527_at	338	P	0.000732
227528_s_at	103.2	P	0.001953
227529_s_at	202.5	P	0.000732
227530_at	427.4	P	0.000244
227531_at	211.1	P	0.000244
227532_at	22.7	A	0.095215
227533_at	96.6	P	0.001221
227534_at	321.5	P	0.000244
227535_at	70.4	P	0.001221
227536_at	491	P	0.000244
227537_s_at	2	A	0.633789
227538_at	272.9	P	0.00415
227539_at	175.3	P	0.000244
227540_at	219.7	P	0.001221
227541_at	214.9	P	0.000244
227542_at	290.6	P	0.000244
227543_at	111.1	P	0.000732
227544_at	8.9	A	0.567627
227545_at	516.4	P	0.000244
227546_x_at	425.4	P	0.000244
227547_at	150.9	P	0.000732
227548_at	352.2	P	0.000244
227549_x_at	68.6	A	0.095215
227550_at	22.2	A	0.19458
227551_at	805.8	P	0.000244
227552_at	17.4	A	0.188477
227553_at	6.6	A	0.149658
227554_at	217.1	P	0.000244
227555_s_at	30.1	A	0.19458
227556_at	358.2	P	0.000244
227557_at	26.8	A	0.095215
227558_at	565.6	P	0.000732
227559_at	467.5	P	0.000244
227560_at	265.1	P	0.000244
227561_at	31	A	0.067627
227562_at	178.4	P	0.000244
227563_at	120.7	P	0.000732
227564_at	33.7	A	0.246094
227565_at	114.2	P	0.000244
227566_at	8.6	A	0.095215
227567_at	369.3	P	0.000244
227568_at	562.3	P	0.000244
227569_at	161.6	P	0.000244
227570_at	14	M	0.056152
227571_at	2.4	A	0.904785
227572_at	144.1	P	0.000732
227573_s_at	34.2	M	0.056152
227574_at	124.5	A	0.067627
227575_s_at	206.5	P	0.000244
227576_at	12	A	0.111572
227577_at	882.6	P	0.000244
227578_at	123.4	P	0.001221
227579_at	193.5	P	0.001221
227580_s_at	153.4	P	0.018555
227581_at	49.3	P	0.000244
227582_at	118.7	P	0.00415
227583_at	253	P	0.000244
227584_at	10.1	A	0.5
227585_at	168.4	P	0.000244
227586_at	388.6	P	0.000244
227587_at	161.8	P	0.001953
227588_s_at	5.4	A	0.780518
227589_at	2.1	A	0.850342
227590_at	105	P	0.00293
227591_at	38.5	P	0.01416
227592_at	170.2	P	0.010742
227593_at	449.2	P	0.000244
227594_at	113.2	P	0.001953
227595_at	67.9	P	0.000244
227596_at	29.5	A	0.19458
227597_at	6.9	A	0.5
227598_at	154.9	P	0.00415
227599_at	360.7	P	0.000244
227600_at	330.9	P	0.000244
227601_at	274.6	P	0.000244
227602_at	25.9	P	0.000244
227603_at	266.2	P	0.000244
227604_at	99.9	P	0.037598
227605_at	125	P	0.005859
227606_s_at	257.4	P	0.001953
227607_at	630	P	0.000244
227608_at	101.2	P	0.01416
227609_at	44.6	P	0.000244
227610_at	5.7	A	0.398926
227611_at	425.2	P	0.000244
227612_at	3.5	A	0.665527
227613_at	158.8	P	0.000732
227614_at	1.3	A	0.828613
227615_at	181.8	P	0.000732
227616_at	10.2	A	0.27417
227617_at	262.1	P	0.01416
227618_at	1.5	A	0.72583
227619_at	44.6	P	0.037598
227620_at	61	P	0.000732
227621_at	977.5	P	0.000244
227622_at	139.7	P	0.00415
227623_at	488.8	P	0.000244
227624_at	220.1	P	0.000732
227625_s_at	5989.5	P	0.000244
227626_at	94.8	P	0.000244
227627_at	325.1	P	0.000244
227628_at	512.4	P	0.000244
227629_at	0.4	A	0.753906
227630_at	238.1	P	0.000732
227631_at	23.6	M	0.056152
227632_at	85	P	0.000244
227633_at	119.9	A	0.129639
227634_at	34.1	A	0.219482
227635_at	6.5	A	0.533936
227636_at	516.9	P	0.000244
227637_at	343	P	0.000244
227638_at	175	P	0.000244
227639_at	597.7	P	0.000244
227640_s_at	351.7	P	0.000732
227641_at	40.4	P	0.023926
227642_at	67.8	P	0.00415
227643_at	15.9	A	0.095215
227644_at	41.5	P	0.00293
227645_at	1.7	A	0.953857
227646_at	57.1	P	0.008057
227647_at	1.8	A	0.72583
227648_at	11.6	A	0.067627
227649_s_at	35.9	P	0.030273
227650_at	568.5	P	0.000244
227651_at	239	P	0.001221
227652_at	41.1	P	0.001953
227653_at	380.2	P	0.000244
227654_at	10.2	A	0.219482
227655_at	7.5	A	0.432373
227656_at	137.6	P	0.00415
227657_at	78.1	P	0.001953
227658_s_at	134.8	P	0.000244
227659_at	23.6	P	0.046143
227660_at	46.2	P	0.001221
227661_at	0.8	A	0.98584
227662_at	1.2	A	0.625244
227663_at	36.6	P	0.000244
227664_at	35	A	0.129639
227665_at	266.5	P	0.000244
227666_at	2.4	A	0.870361
227667_at	58.4	A	0.080566
227668_at	114.5	P	0.001221
227669_at	153.9	P	0.000244
227670_at	247	P	0.000244
227671_at	7082.4	P	0.000244
227672_at	22.4	A	0.27417
227673_at	4.9	A	0.334473
227674_at	268.1	P	0.000244
227675_at	52.7	P	0.00415
227676_at	5.2	A	0.780518
227677_at	7.1	A	0.067627
227678_at	252.2	P	0.000244
227679_at	41	P	0.030273
227680_at	686.1	P	0.000244
227681_at	8.7	A	0.72583
227682_at	320.6	P	0.000244
227683_x_at	17.9	A	0.111572
227684_at	45.1	P	0.000732
227685_at	243.5	P	0.000244
227686_at	158.8	P	0.010742
227687_at	289.8	P	0.00415
227688_at	386.8	P	0.000732
227689_at	2220.3	P	0.000244
227690_at	0.5	A	0.870361
227691_at	11.7	A	0.303711
227692_at	647.1	P	0.000244
227693_at	290.3	P	0.000244
227694_at	73.8	P	0.000244
227695_at	12.8	A	0.149658
227696_at	731.6	P	0.000244
227697_at	7.5	A	0.303711
227698_s_at	163.1	P	0.000244
227699_at	192	P	0.000244
227700_x_at	513.1	P	0.000244
227701_at	259.9	P	0.000244
227702_at	411	P	0.000732
227703_s_at	36.2	P	0.005859
227704_at	48.3	A	0.095215
227705_at	340.1	P	0.000732
227706_at	32.6	A	0.095215
227707_at	4.4	A	0.696289
227708_at	415.9	P	0.000244
227709_at	70.6	P	0.030273
227710_s_at	14.4	A	0.149658
227711_at	8.3	A	0.303711
227712_at	443.4	P	0.00293
227713_at	122.7	P	0.000244
227714_s_at	19.1	A	0.303711
227715_at	68	P	0.001953
227716_at	52.6	A	0.219482
227717_at	31.4	P	0.01416
227718_at	210.6	P	0.000732
227719_at	348.3	P	0.000244
227720_at	71.3	P	0.000732
227721_at	1.8	A	0.633789
227722_at	649	P	0.000244
227723_at	77.7	P	0.023926
227724_at	170.8	P	0.001221
227725_at	0.7	A	0.932373
227726_at	151.5	P	0.001221
227727_at	11.5	A	0.303711
227728_at	196	P	0.000244
227729_at	100.1	P	0.000244
227730_at	69.4	M	0.056152
227731_at	157	P	0.00293
227732_at	41.8	P	0.008057
227733_at	34.6	A	0.19458
227734_s_at	0.7	A	0.398926
227735_s_at	14.8	A	0.334473
227736_at	1.5	A	0.932373
227737_at	85.1	P	0.000732
227738_s_at	41.2	A	0.19458
227739_at	76.9	M	0.056152
227740_at	318.6	P	0.000244
227741_at	407.2	P	0.000244
227742_at	10.3	A	0.171387
227743_at	2.6	A	0.850342
227744_s_at	24.7	M	0.056152
227745_at	0.8	A	0.828613
227746_at	76.9	P	0.000244
227747_at	71.2	P	0.000732
227748_at	270.3	P	0.000244
227749_at	2.9	A	0.567627
227750_at	60.2	A	0.067627
227751_at	47.5	P	0.001221
227752_at	1.3	A	0.665527
227753_at	12.7	A	0.5
227754_at	179.2	P	0.000732
227755_at	60.6	P	0.000732
227756_at	32.4	M	0.056152
227757_at	62.2	P	0.030273
227758_at	154.6	P	0.000244
227759_at	21.7	P	0.018555
227760_at	66.5	P	0.030273
227761_at	318.1	P	0.000244
227762_at	38.4	P	0.030273
227763_at	20.7	A	0.111572
227764_at	36	P	0.046143
227765_at	141	P	0.000244
227766_at	414.9	P	0.000732
227767_at	887.9	P	0.000244
227768_at	343.1	P	0.000244
227769_at	1291.6	P	0.000244
227770_at	130.4	P	0.008057
227771_at	262.7	P	0.000244
227772_at	593.9	P	0.000732
227773_at	30.8	A	0.171387
227774_s_at	3	A	0.780518
227775_at	12.1	A	0.080566
227776_at	411.4	P	0.000244
227777_at	167.7	P	0.001221
227778_at	17.2	A	0.219482
227779_at	12.8	A	0.111572
227780_s_at	2.7	A	0.601074
227781_x_at	1.3	A	0.968018
227782_at	39.1	A	0.095215
227783_at	24	A	0.27417
227784_s_at	217.8	P	0.000244
227785_at	140.3	P	0.000732
227786_at	209.9	P	0.001221
227787_s_at	250.2	P	0.000244
227788_at	81	P	0.000244
227789_at	24.2	A	0.111572
227790_at	280.6	P	0.000244
227791_at	1.1	A	0.72583
227792_at	418.3	P	0.000244
227793_at	28.8	A	0.219482
227794_at	14.1	A	0.171387
227795_at	3.6	A	0.888428
227796_at	278.9	P	0.000244
227797_x_at	206.5	P	0.000244
227798_at	639.3	P	0.000244
227799_at	23.4	A	0.601074
227800_at	12.9	A	0.27417
227801_at	330.7	P	0.000244
227802_at	147.6	P	0.000244
227803_at	51.6	P	0.000244
227804_at	137.8	P	0.000732
227805_at	136.6	P	0.000244
227806_at	4.6	A	0.601074
227807_at	43.4	P	0.018555
227808_at	75.9	P	0.000732
227809_at	50.6	M	0.056152
227810_at	233.7	P	0.000244
227811_at	11	A	0.149658
227812_at	46.9	P	0.000732
227813_at	171.8	P	0.000244
227814_at	138.9	P	0.00293
227815_at	361.8	P	0.00415
227816_at	106.8	P	0.005859
227817_at	0.6	A	0.601074
227818_at	320.5	P	0.008057
227819_at	17.2	P	0.046143
227820_at	29.2	M	0.056152
227821_at	13	A	0.366211
227822_at	149.4	P	0.001953
227823_at	27.5	A	0.080566
227824_at	1.9	A	0.72583
227825_at	94.8	P	0.030273
