nct	om_title	group_title	evaluable_n	era	family	trial_conditions	n_trial_conditions	n_disease_keys	n_disease_keys_lenient	disease_status	disease_specificity	attributed_key	disease_value	disease_basis	trial_phases	phase_status	phase_value	phase_group_hint	registry_arm_label	registry_arm_type	arm_match_quality	n_arms_registered	registry_has_control_arm	control_status	control_basis	control_flag	producer_control_arm_candidate	group_description	registry_arm_description
NCT02644278	Part A: Number of Participants With Best Overall Response Evaluated by Response Criteria Evaluation (RECIST 1.1)	VX-984 480 mg + PLD 40 mg/m^2	4	2014_2017	bor	Advanced Solid Tumor	1	1	1	TRIAL_SINGLE	NOT_A_DISEASE_UMBRELLA	solid	Advanced Solid Tumor	trial lists exactly one condition	PHASE1	TRIAL_SINGLE	PHASE1	Part A	VX-984 480 mg + PLD 40 mg/m^2	EXPERIMENTAL	EXACT	4	False	NOT_CONTROL	registry arm 'VX-984 480 mg + PLD 40 mg/m^2' type=EXPERIMENTAL (EXACT match)		False	Participants received VX-984 orally 480 mg orally once daily alone on Days -14 to -12 of a 14-day Lead-in Period, followed by VX-984 480 mg in combination with PLD 40 mg/m\^2 administered intravenous infusion, with PLD administered on Day 1 and VX-984 administered on Day 2 to Day 4 for up to six 28-day cycle or until disease progression unacceptable toxicities, withdrawal of consent, or until expo	
NCT02644278	Part A: Number of Participants With Best Overall Response Evaluated by Response Criteria Evaluation (RECIST 1.1)	VX-984 720 mg + PLD 40 mg/m^2	2	2014_2017	bor	Advanced Solid Tumor	1	1	1	TRIAL_SINGLE	NOT_A_DISEASE_UMBRELLA	solid	Advanced Solid Tumor	trial lists exactly one condition	PHASE1	TRIAL_SINGLE	PHASE1	Part A	VX-984 720 mg + PLD 40 mg/m^2	EXPERIMENTAL	EXACT	4	False	NOT_CONTROL	registry arm 'VX-984 720 mg + PLD 40 mg/m^2' type=EXPERIMENTAL (EXACT match)		False	Participants received VX-984 orally 720 mg orally once daily alone on Days -14 to -12 of a 14-day Lead-in Period, followed by VX-984 720 mg in combination with PLD 40 mg/m\^2 administered intravenous infusion, with PLD administered on Day 1 and VX-984 administered on Day 2 to Day 4 for up to six 28-day cycle or until disease progression unacceptable toxicities, withdrawal of consent, or until expo	
NCT02644967	Phase 2: Number of Participants With Objective Response Rate (ORR) Using RECIST v1.1	Phase 2, 8 mg Tilso/Ipi	49	2014_2017	bor	Metastatic Melanoma	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	melanoma	Metastatic Melanoma	trial lists exactly one condition	PHASE2	TRIAL_SINGLE	PHASE2	Phase 2	Phase 2, 8 mg Tilso/Ipi	EXPERIMENTAL	EXACT	1	False	NOT_CONTROL	registry arm 'Phase 2, 8 mg Tilso/Ipi' type=EXPERIMENTAL (EXACT match)		False	Arm/Group includes 9 participants rolled over from Phase 1 8mg Tilso/Ipi  IMO-2125 (tilso) intratumoral injection plus ipilimumab (ipi)  IMO-2125 (tilso): Drug: IMO-2125 (tilso) (8 mg as the RP2D) Intratumoral injection administered as 9 doses on Weeks 1, 2, 3, 5, 8, 11, 17, 23, and 29.  Ipilimumab (ipi): 4 doses administered intravenously at a dose of 3 mg/kg over 90 minutes on Weeks 2, 5, 8, and	IMO-2125 intratumoral injection plus ipilimumab
NCT02658097	Number of Patients With Each Response as Measured by RECIST 1.1	Single Fraction Radiation Therapy (SFRT) + Pembrolizumab	11	2014_2017	bor	Stage IV Non-Small Cell Lung Cancer	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	non small cell lung	Stage IV Non-Small Cell Lung Cancer	trial lists exactly one condition	PHASE2	TRIAL_SINGLE	PHASE2		Single Fraction Radiation Therapy (SFRT) + pembrolizumab	EXPERIMENTAL	NORMALIZED	1	False	NOT_CONTROL	registry arm 'Single Fraction Radiation Therapy (SFRT) + pembrolizumab' type=EXPERIMENTAL (NORMALIZED match)		False	200mg Pembrolizumab by IV infusion on day 1 of each 3 week cycle. 8Gy will be given in a single fraction on the first day of treatment  Pembrolizumab: 200mg Pembrolizumab by IV infusion  Single Fraction Radiation Therapy: 8Gy radiation therapy will be given in a single fraction on the first day of treatment	200mg Pembrolizumab by IV infusion on day 1 of each 3 week cycle. 8Gy will be given in a single fraction on the first day of treatment
NCT02679170	Number of Participants According to Treatment Response: ALK Treatment Sub-Study and ROS1 Treatment Sub-Study	ALK Treatment Sub-study	81	2014_2017	bor	Non-Small Cell Lung Cancer	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	non small cell lung	Non-Small Cell Lung Cancer	trial lists exactly one condition		UNKNOWN					NONE	1	False	NOT_CONTROL_SINGLE_ARM_TRIAL	trial registers 1 arm group(s)		False	Participants with advanced/metastatic NSCLC with confirmed ALK-positive translocation and who were treated with crizotinib in routine clinical practice retrospectively from January 2014 or prospectively during the study were included.	
NCT02679170	Number of Participants According to Treatment Response: ALK Treatment Sub-Study and ROS1 Treatment Sub-Study	ROS1 Treatment Sub-study	45	2014_2017	bor	Non-Small Cell Lung Cancer	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	non small cell lung	Non-Small Cell Lung Cancer	trial lists exactly one condition		UNKNOWN					NONE	1	False	NOT_CONTROL_SINGLE_ARM_TRIAL	trial registers 1 arm group(s)		False	Participants with advanced/metastatic NSCLC with confirmed ROS1-positive translocation and who were treated with crizotinib in routine clinical practice on or after 08-Feb-2017 were included.	
NCT02759588	Evaluation of Tumor Response to Treatment for Participants Enrolled in the Phase 1b Portion of This Study	Phase 1b - Cohort 1	2	2014_2017	bor	Ovarian Cancer ; Peritoneal Carcinomatosis ; Fallopian Tube Cancer	3	3	3	MIXED	UNASSIGNABLE			3 distinct disease keys at trial level, no single-disease group evidence	PHASE1/PHASE2	MIXED	PHASE1/PHASE2		Phase 1b - Cohort 1	EXPERIMENTAL	EXACT	4	False	NOT_CONTROL	registry arm 'Phase 1b - Cohort 1' type=EXPERIMENTAL (EXACT match)		False	Participants received 2 consecutive days of IP infusions of Olvi-Vec at 3 x 10e9 pfu and received chemotherapy with or without bevacizumab.	Participants treated in Cohort 1 received 2 IP infusions at 3 x 10e9 pfu.
NCT02759588	Evaluation of Tumor Response to Treatment for Participants Enrolled in the Phase 1b Portion of This Study	Phase 1b - Cohort 2	1	2014_2017	bor	Ovarian Cancer ; Peritoneal Carcinomatosis ; Fallopian Tube Cancer	3	3	3	MIXED	UNASSIGNABLE			3 distinct disease keys at trial level, no single-disease group evidence	PHASE1/PHASE2	MIXED	PHASE1/PHASE2		Phase 1b - Cohort 2	EXPERIMENTAL	EXACT	4	False	NOT_CONTROL	registry arm 'Phase 1b - Cohort 2' type=EXPERIMENTAL (EXACT match)		False	Participants received 2 consecutive days of IP infusions of Olvi-Vec at 1 x 10e10 pfu and received chemotherapy with or without bevacizumab.	Participants treated in Cohort 2 received 2 IP infusions at 1 x 10e10 pfu.
NCT02762513	Best Overall Response	Axitinib	25	2014_2017	bor	Squamous Cell Carcinoma of the Head and Neck	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	squamous cell of the head and neck	Squamous Cell Carcinoma of the Head and Neck	trial lists exactly one condition	PHASE2	TRIAL_SINGLE	PHASE2	dose escalation	Axitinib	EXPERIMENTAL	EXACT	1	False	NOT_CONTROL	registry arm 'Axitinib' type=EXPERIMENTAL (EXACT match)		False	Participants will receive 5 mg of Axitinib twice a day continuously, with subsequent dose escalation to 7 mg and then 10 mg twice a day in the absence of grade 2 or worse toxicities	Participants will receive 5 mg of Axitinib twice a day continuously, with subsequent dose escalation to 7 mg and then 10 mg twice a day in the absence of grade 2 or worse toxicities
NCT02762981	Best Response Rate in Participants With Tumor Glucocorticoid Receptor (GR) Above or Below the Median Overall Level	GR H-score Above the Overall Median	15	2014_2017	bor	Solid Tumors	1	1	1	TRIAL_SINGLE	NOT_A_DISEASE_UMBRELLA	solid	Solid Tumors	trial lists exactly one condition	PHASE1/PHASE2	MIXED	PHASE1/PHASE2				NONE	1	False	NOT_CONTROL_SINGLE_ARM_TRIAL	trial registers 1 arm group(s)		False	Participants from Segment I and Segment II who had above the overall median GR H-score at Baseline. Segment I: following lead-in, continuous dosing participants received oral relacorilant once daily, in combination with nab-paclitaxel infusions on Days 1, 8, and 15 of each 28-day cycle. Segment II following lead-in, intermittent dosing participants received oral relacorilant the day before, the da	
NCT02762981	Best Response Rate in Participants With Tumor Glucocorticoid Receptor (GR) Above or Below the Median Overall Level	GR H-score Below the Overall Median	12	2014_2017	bor	Solid Tumors	1	1	1	TRIAL_SINGLE	NOT_A_DISEASE_UMBRELLA	solid	Solid Tumors	trial lists exactly one condition	PHASE1/PHASE2	MIXED	PHASE1/PHASE2				NONE	1	False	NOT_CONTROL_SINGLE_ARM_TRIAL	trial registers 1 arm group(s)		False	Participants from Segment I and Segment II who had below the overall median GR H-score at Baseline. Segment I: following lead-in, continuous dosing participants received oral relacorilant once daily, in combination with nab-paclitaxel infusions on Days 1, 8, and 15 of each 28-day cycle. Segment II: following lead-in, intermittent dosing participants received oral relacorilant the day before, the d	
NCT02795429	Phase Ib and Phase II: Best Overall Response (BOR) Per RECIST v1.1	Phase II: Capmatinib 400 mg BID + Spartalizumab 300 mg Q3W	28	2014_2017	bor	Advanced Hepatocellular Carcinoma	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	hepatocellular	Advanced Hepatocellular Carcinoma	trial lists exactly one condition	PHASE1/PHASE2	MIXED	PHASE1/PHASE2	Phase II	Phase II: Capmatinib 400 mg BID + Spartalizumab 300 mg Q3W	EXPERIMENTAL	EXACT	5	False	NOT_CONTROL	registry arm 'Phase II: Capmatinib 400 mg BID + Spartalizumab 300 mg Q3W' type=EXPERIMENTAL (EXACT match)		False	Capmatinib 400 mg administered orally on a continuous twice daily (BID) dosing schedule in combination with spartalizumab 300 mg administered intravenously once every 3 weeks (Q3W) in Phase II	Capmatinib 400 mg administered orally on a continuous twice daily (BID) dosing schedule in combination with spartalizumab 300 mg administered intravenously once every 3 weeks (Q3W) in Phase II
NCT02795429	Phase Ib and Phase II: Best Overall Response (BOR) Per RECIST v1.1	Phase II: Spartalizumab 300 mg Q3W	27	2014_2017	bor	Advanced Hepatocellular Carcinoma	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	hepatocellular	Advanced Hepatocellular Carcinoma	trial lists exactly one condition	PHASE1/PHASE2	MIXED	PHASE1/PHASE2	Phase II	Phase II: Spartalizumab 300 mg Q3W	EXPERIMENTAL	EXACT	5	False	NOT_CONTROL	registry arm 'Phase II: Spartalizumab 300 mg Q3W' type=EXPERIMENTAL (EXACT match)		False	Spartalizumab 300 mg administered intravenously once every 3 weeks (Q3W) in Phase II	Spartalizumab 300 mg administered intravenously once every 3 weeks (Q3W) in Phase II
NCT02795429	Phase Ib and Phase II: Best Overall Response (BOR) Per RECIST v1.1	Phase Ib: Capmatinib 200 mg BID + Spartalizumab 300 mg Q3W	6	2014_2017	bor	Advanced Hepatocellular Carcinoma	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	hepatocellular	Advanced Hepatocellular Carcinoma	trial lists exactly one condition	PHASE1/PHASE2	MIXED	PHASE1/PHASE2	Phase II	Phase Ib: Capmatinib 200 mg BID + Spartalizumab 300 mg Q3W	EXPERIMENTAL	EXACT	5	False	NOT_CONTROL	registry arm 'Phase Ib: Capmatinib 200 mg BID + Spartalizumab 300 mg Q3W' type=EXPERIMENTAL (EXACT match)		False	Capmatinib 200 mg administered orally on a continuous twice daily (BID) dosing schedule in combination with spartalizumab 300 mg administered intravenously once every 3 weeks (Q3W) in Phase Ib	Capmatinib 200 mg administered orally on a continuous twice daily (BID) dosing schedule in combination with spartalizumab 300 mg administered intravenously once every 3 weeks (Q3W) in Phase Ib
NCT02795429	Phase Ib and Phase II: Best Overall Response (BOR) Per RECIST v1.1	Phase Ib: Capmatinib 300 mg BID + Spartalizumab 300 mg Q3W	9	2014_2017	bor	Advanced Hepatocellular Carcinoma	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	hepatocellular	Advanced Hepatocellular Carcinoma	trial lists exactly one condition	PHASE1/PHASE2	MIXED	PHASE1/PHASE2	Phase II	Phase Ib: Capmatinib 300 mg BID + Spartalizumab 300 mg Q3W	EXPERIMENTAL	EXACT	5	False	NOT_CONTROL	registry arm 'Phase Ib: Capmatinib 300 mg BID + Spartalizumab 300 mg Q3W' type=EXPERIMENTAL (EXACT match)		False	Capmatinib 300 mg administered orally on a continuous twice daily (BID) dosing schedule in combination with spartalizumab 300 mg administered intravenously once every 3 weeks (Q3W) in Phase Ib	Capmatinib 300 mg administered orally on a continuous twice daily (BID) dosing schedule in combination with spartalizumab 300 mg administered intravenously once every 3 weeks (Q3W) in Phase Ib
NCT02795429	Phase Ib and Phase II: Best Overall Response (BOR) Per RECIST v1.1	Phase Ib: Capmatinib 400 mg BID + Spartalizumab 300 mg Q3W	11	2014_2017	bor	Advanced Hepatocellular Carcinoma	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	hepatocellular	Advanced Hepatocellular Carcinoma	trial lists exactly one condition	PHASE1/PHASE2	MIXED	PHASE1/PHASE2	Phase II	Phase Ib: Capmatinib 400 mg BID + Spartalizumab 300 mg Q3W	EXPERIMENTAL	EXACT	5	False	NOT_CONTROL	registry arm 'Phase Ib: Capmatinib 400 mg BID + Spartalizumab 300 mg Q3W' type=EXPERIMENTAL (EXACT match)		False	Capmatinib 400 mg administered orally on a continuous twice daily (BID) dosing schedule in combination with spartalizumab 300 mg administered intravenously once every 3 weeks (Q3W) in Phase Ib	Capmatinib 400 mg administered orally on a continuous twice daily (BID) dosing schedule in combination with spartalizumab 300 mg administered intravenously once every 3 weeks (Q3W) in Phase Ib
NCT02819843	Best Response	Intralesional TALIMOGENE LAHERPAREPVEC With Radiotherapy	10	2014_2017	bor	Melanoma ; Merkel Cell Carcinoma ; Other Solid Tumors	3	3	3	MIXED	UNASSIGNABLE			3 distinct disease keys at trial level, no single-disease group evidence	PHASE2	TRIAL_SINGLE	PHASE2		Intralesional TALIMOGENE LAHERPAREPVEC with radiotherapy	EXPERIMENTAL	NORMALIZED	2	False	NOT_CONTROL	registry arm 'Intralesional TALIMOGENE LAHERPAREPVEC with radiotherapy' type=EXPERIMENTAL (NORMALIZED match)		False	Patients will receive 3 radiotherapy treatments (one treatment every 3-5 days) during weeks 3 and 4. The first treatment will occur 6 (+/- 2) hours after the Talimogene Laherparepvec administration at week 3.Talimogene Laherparepvec will be administered at weeks 0, 3, 5, 7, 9, 11, 13 and 15. The first dose of Talimogene Laherparepvec will be 10\^6 plaque forming units (PFU)/mL, followed three week	Patients will receive 3 radiotherapy treatments (one treatment every 3-5 days) during weeks 3 and 4. The first treatment will occur 6 (+/- 2) hours after the Talimogene Laherparepvec administration at week 3.Talimogene Laherparepvec will be administered at weeks 0, 3, 5, 7, 9, 11, 13 and 15. The first dose of Talimogene Laherparepvec will be 10\^6 plaque forming units (PFU)/mL, followed three week
NCT02819843	Best Response	Intralesional TALIMOGENE LAHERPAREPVEC Without Radiotherapy	9	2014_2017	bor	Melanoma ; Merkel Cell Carcinoma ; Other Solid Tumors	3	3	3	MIXED	UNASSIGNABLE			3 distinct disease keys at trial level, no single-disease group evidence	PHASE2	TRIAL_SINGLE	PHASE2		Intralesional TALIMOGENE LAHERPAREPVEC without radiotherapy	EXPERIMENTAL	NORMALIZED	2	False	NOT_CONTROL	registry arm 'Intralesional TALIMOGENE LAHERPAREPVEC without radiotherapy' type=EXPERIMENTAL (NORMALIZED match)		False	Patients will receive Talimogene Laherparepvec alone, as described above, without radiotherapy.  TALIMOGENE LAHERPAREPVEC (TVEC)	Patients will receive Talimogene Laherparepvec alone, as described above, without radiotherapy.
NCT02825420	Best Response by Prior Antiangiogenic Treatment	No Prior Use of Antiangiogenics	86	2014_2017	bor	Relapsed Ovarian Cancer	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	ovarian	Relapsed Ovarian Cancer	trial lists exactly one condition		UNKNOWN					NONE	0	False	NOT_CONTROL_SINGLE_ARM_TRIAL	trial registers 0 arm group(s)		False	"Antiangiogenics-naïve Patients. Antiangiogenics defined as type of therapy reported in the CRF categorized as ""antiangiogenic"" by the investigator or prior treatment reported by the investigator being bevacizumab (or Avastin®), pazopanib, or trabananib"	
NCT02825420	Best Response by Prior Antiangiogenic Treatment	Prior Use of Antiangiogenics	116	2014_2017	bor	Relapsed Ovarian Cancer	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	ovarian	Relapsed Ovarian Cancer	trial lists exactly one condition		UNKNOWN					NONE	0	False	NOT_CONTROL_SINGLE_ARM_TRIAL	trial registers 0 arm group(s)		False	"Patients who used a prior Antiangiogenics defined as type of therapy reported in the CRF categorized as ""antiangiogenic"" by the investigator or prior treatment reported by the investigator being bevacizumab (or Avastin®), pazopanib, or trabananib"	
NCT02825420	Best Tumor Response	Full Analysis Set	202	2014_2017	bor	Relapsed Ovarian Cancer	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	ovarian	Relapsed Ovarian Cancer	trial lists exactly one condition		UNKNOWN					NONE	0	False	NOT_CONTROL_SINGLE_ARM_TRIAL	trial registers 0 arm group(s)		False	The full analysis set consisted of all the patients enrolled into the study and who had at least one administration of T + PLD.	
NCT02829723	Phase I and II: Best Overall Response (BOR) (Sustained) Per RANO	Phase I: BLZ945 1200 mg 4d on/10d Off QD	1	2014_2017	bor	Advanced Solid Tumors	1	1	1	TRIAL_SINGLE	NOT_A_DISEASE_UMBRELLA	solid	Advanced Solid Tumors	trial lists exactly one condition	PHASE1/PHASE2	MIXED	PHASE1/PHASE2	Phase I			NONE	2	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	BLZ945 1200 mg once per day administered for 4 days and suspended for 10 days	
NCT02829723	Phase I and II: Best Overall Response (BOR) (Sustained) Per RANO	Phase I: BLZ945 300 mg 4d on/10d Off QD + PDR001 400 mg Q4W	1	2014_2017	bor	Advanced Solid Tumors	1	1	1	TRIAL_SINGLE	NOT_A_DISEASE_UMBRELLA	solid	Advanced Solid Tumors	trial lists exactly one condition	PHASE1/PHASE2	MIXED	PHASE1/PHASE2	Phase I			NONE	2	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	BLZ945 300 mg once per day administered for 4 days and suspended for 10 days in combination with PDR001 400 mg every 4 weeks	
NCT02829723	Phase I and II: Best Overall Response (BOR) (Sustained) Per RANO	Phase I: BLZ945 450 mg 4d on/10d Off QD + PDR001 400 mg Q4W	2	2014_2017	bor	Advanced Solid Tumors	1	1	1	TRIAL_SINGLE	NOT_A_DISEASE_UMBRELLA	solid	Advanced Solid Tumors	trial lists exactly one condition	PHASE1/PHASE2	MIXED	PHASE1/PHASE2	Phase I			NONE	2	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	BLZ945 450 mg once per day administered for 4 days and suspended for 10 days in combination with PDR001 400 mg every 4 weeks	
