nct	gnorm	gtitle	om	type	title	tf	denom	itt	pp	con	unc	cen	inv	n_candidates	distinct_om	distinct_timeframes	distinct_denoms	resolved_by	pooled_label	payloads
NCT02875223	part b - japanese cohort - 60 mg	Part B - Japanese Cohort - 60 mg	12	SECONDARY	Part B - Clinical Benefit Rate (CBR) as Per Confirmed Best Overall Response Based on Response Evaluation Criteria in Solid Tumors (RECIST), Version 1.1 (RECIST 1.1)	From first dose (Day 1) until disease progression or death due to any cause (up to 720 days)	6	False	False	True	False	False	False	2	2	2	1	f	False	ctg_results_bor_2014_2017
NCT02875223	part b - lung nets - 60 mg	Part B - Lung NETs - 60 mg	12	SECONDARY	Part B - Clinical Benefit Rate (CBR) as Per Confirmed Best Overall Response Based on Response Evaluation Criteria in Solid Tumors (RECIST), Version 1.1 (RECIST 1.1)	From first dose (Day 1) until disease progression or death due to any cause (up to 720 days)	14	False	False	True	False	False	False	2	2	2	1	f	False	ctg_results_bor_2014_2017
NCT02875223	part b - mzl - 60 mg	Part B - MZL - 60 mg	12	SECONDARY	Part B - Clinical Benefit Rate (CBR) as Per Confirmed Best Overall Response Based on Response Evaluation Criteria in Solid Tumors (RECIST), Version 1.1 (RECIST 1.1)	From first dose (Day 1) until disease progression or death due to any cause (up to 720 days)	3	False	False	True	False	False	False	2	2	2	1	f	False	ctg_results_bor_2014_2017
NCT02875223	part b - nepc - 60 mg	Part B - NEPC - 60 mg	12	SECONDARY	Part B - Clinical Benefit Rate (CBR) as Per Confirmed Best Overall Response Based on Response Evaluation Criteria in Solid Tumors (RECIST), Version 1.1 (RECIST 1.1)	From first dose (Day 1) until disease progression or death due to any cause (up to 720 days)	2	False	False	True	False	False	False	2	2	2	1	f	False	ctg_results_bor_2014_2017
NCT02879162	durvalumab + tremelimumab	Durvalumab + Tremelimumab	0	PRIMARY	Objective Response Rate Measured by RECIST Version 1.1	48 months	136	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02879617	durvalumab	Durvalumab	11	SECONDARY	Overall Response Rate (ORR)	Up to 30 months	38	False	True	False	False	False	False	4	4	1	4	e	False	ctg_results_bor_2014_2017
NCT02880371	phase 1b, part a: 200 mg arry-382 + 2 mg/kg pembrolizumab	Phase 1b, Part A: 200 mg ARRY-382 + 2 mg/kg Pembrolizumab	2	SECONDARY	Phase 1b, Part A: Objective Response Rate (ORR)	From day of first dose to 30 days after last dose (maximum up to 34.7 months)	6	True	False	True	False	False	True	2	2	2	1	a-d	False	ctg_results_bor_2014_2017
NCT02880371	phase 1b, part a: 300 mg arry-382 + 2 mg/kg pembrolizumab	Phase 1b, Part A: 300 mg ARRY-382 + 2 mg/kg Pembrolizumab	2	SECONDARY	Phase 1b, Part A: Objective Response Rate (ORR)	From day of first dose to 30 days after last dose (maximum up to 34.7 months)	6	True	False	True	False	False	True	2	2	2	1	a-d	False	ctg_results_bor_2014_2017
NCT02880371	phase 1b, part a: 400 mg arry-382 + 2 mg/kg pembrolizumab	Phase 1b, Part A: 400 mg ARRY-382 + 2 mg/kg Pembrolizumab	2	SECONDARY	Phase 1b, Part A: Objective Response Rate (ORR)	From day of first dose to 30 days after last dose (maximum up to 34.7 months)	7	True	False	True	False	False	True	2	2	2	1	a-d	False	ctg_results_bor_2014_2017
NCT02880371	phase 2: pancreatic ductal adenocarcinoma (pda) cohort	Phase 2: Pancreatic Ductal Adenocarcinoma (PDA) Cohort	1	PRIMARY	Phase 2 Cohorts: Objective Response Rate (ORR)	From day of first dose to 30 days after last dose (maximum up to 13.5 months)	27	True	False	True	False	False	True	2	2	2	1	a-d	False	ctg_results_bor_2014_2017
NCT02880371	phase 2: pd-1/pd-l1 inhibitor-refractory cohort	Phase 2: PD-1/PD-L1 Inhibitor-Refractory Cohort	1	PRIMARY	Phase 2 Cohorts: Objective Response Rate (ORR)	From day of first dose to 30 days after last dose (maximum up to 13.5 months)	19	True	False	True	False	False	True	2	2	2	1	a-d	False	ctg_results_bor_2014_2017
NCT02880371	phase 2: platinum-resistant ovarian cancer (provca) cohort	Phase 2: Platinum-resistant Ovarian Cancer (prOVCA) Cohort	1	PRIMARY	Phase 2 Cohorts: Objective Response Rate (ORR)	From day of first dose to 30 days after last dose (maximum up to 13.5 months)	11	True	False	True	False	False	True	2	2	2	1	a-d	False	ctg_results_bor_2014_2017
NCT02886585	neoplastic meningitis-cohort c	Neoplastic Meningitis-Cohort C	5	SECONDARY	Intracranial Response Rate (Cohort C)	16 months	20	False	False	False	False	False	False	2	2	2	1	f	False	ctg_results_bor_2014_2017
NCT02886585	previously untreated brain metastases-cohort a and progressive brain metastases- cohort b (combined)	Previously Untreated Brain Metastases-Cohort A and Progressive Brain Metastases- Cohort B (Combined)	6	SECONDARY	Extracranial Response Rate (Cohorts A and B Combined, C)	44 months	40	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02889900	cediranib + olaparib	Cediranib + Olaparib	0	PRIMARY	Mean Objective Response Rate (ORR) by Independent Central Review (ICR) Using Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1)	From baseline to primary analysis DCO (8 months after last patient received their first dose of IPs). RECIST assessments were performed at baseline and every 8 weeks (+/- 1 week) after first doses of IPs until disease progression.	59	False	True	True	False	True	False	3	3	2	2	a-d	False	ctg_results_bor_2014_2017
NCT02893930	arm a (mln0128)	Arm A (MLN0128)	0	PRIMARY	Overall Response Rate	Assessed every 3 months for the first 2 years, every 6 months for the 3rd year, then annually up to 5 years	12	False	False	False	False	False	False	2	2	2	1	a-d	False	ctg_results_bor_2014_2017
NCT02895360	phase 1- in the fap	Phase 1- in the FAP	6	SECONDARY	Anti-tumor Activity of BAL101553 by Best Response Rate Per RECIST / RANO Criteria	28 day cycles	20	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02895360	phase 2a - patients with ovarian cancer in the eep	Phase 2a - Patients With Ovarian Cancer in the EEP	6	SECONDARY	Anti-tumor Activity of BAL101553 by Best Response Rate Per RECIST / RANO Criteria	28 day cycles	8	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02895360	phase 2a - patients with ovarian cancer in the fap	Phase 2a - Patients With Ovarian Cancer in the FAP	6	SECONDARY	Anti-tumor Activity of BAL101553 by Best Response Rate Per RECIST / RANO Criteria	28 day cycles	11	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02895360	phase 2a - patients with recurrent glioblastoma in the eep	Phase 2a - Patients With Recurrent Glioblastoma in the EEP	6	SECONDARY	Anti-tumor Activity of BAL101553 by Best Response Rate Per RECIST / RANO Criteria	28 day cycles	8	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02895360	phase 2a - patients with recurrent glioblastoma in the fap	Phase 2a - Patients With Recurrent Glioblastoma in the FAP	6	SECONDARY	Anti-tumor Activity of BAL101553 by Best Response Rate Per RECIST / RANO Criteria	28 day cycles	12	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02898077	8 mg/kg ramucirumab + 80 mg/m2 paclitaxel	8 mg/kg Ramucirumab + 80 mg/m² Paclitaxel	3	SECONDARY	Percentage of Participants With Complete Response (CR) or Partial Response (PR) (Objective Response Rate [ORR])	Randomization to Objective Disease Progression (Up To 30 Months)	294	False	False	False	False	False	False	2	2	2	2	e	False	ctg_results_bor_2014_2017
NCT02898077	placebo + 80 mg/m2 paclitaxel	Placebo + 80 mg/m² Paclitaxel	3	SECONDARY	Percentage of Participants With Complete Response (CR) or Partial Response (PR) (Objective Response Rate [ORR])	Randomization to Objective Disease Progression (Up To 30 Months)	146	False	False	False	False	False	False	2	2	2	2	e	False	ctg_results_bor_2014_2017
NCT02899299	treatment a	Treatment A	1	SECONDARY	Objective Response Rate (ORR)	From randomization date to the date of objectively documented progression or the date of subsequent anti-cancer therapy, whichever occurs first (Up to 76 months)	303	False	False	False	False	True	False	3	3	2	2	f	False	ctg_results_bor_2014_2017
NCT02899299	treatment b	Treatment B	1	SECONDARY	Objective Response Rate (ORR)	From randomization date to the date of objectively documented progression or the date of subsequent anti-cancer therapy, whichever occurs first (Up to 76 months)	302	False	False	False	False	True	False	3	3	2	2	f	False	ctg_results_bor_2014_2017
NCT02901899	treatment (guadecitabine, pembrolizumab)	Treatment (Guadecitabine, Pembrolizumab)	0	PRIMARY	Objective Response Rate (ORR) Using RECIST 1.1	Assessed from start of treatment and during treatment for up to 38 cycles where 1 cycle equals 21 days (maximum number of cycles that any patient attempted)	38	False	True	False	False	False	False	3	3	2	3	a-d	False	ctg_results_bor_2014_2017
NCT02903914	part 1a: incb001158 100 mg	Part 1A: INCB001158 100 mg	3	SECONDARY	Objective Response Rate (ORR)	Until disease progression/study discontinuation (up to approximately 5 years)	6	False	True	True	False	False	False	2	2	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02903914	part 1a: incb001158 150 mg	Part 1A: INCB001158 150 mg	3	SECONDARY	Objective Response Rate (ORR)	Until disease progression/study discontinuation (up to approximately 5 years)	6	False	True	True	False	False	False	2	2	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02903914	part 1a: incb001158 50 mg	Part 1A: INCB001158 50 mg	3	SECONDARY	Objective Response Rate (ORR)	Until disease progression/study discontinuation (up to approximately 5 years)	6	False	True	True	False	False	False	2	2	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02903914	part 1a: incb001158 75 mg	Part 1A: INCB001158 75 mg	3	SECONDARY	Objective Response Rate (ORR)	Until disease progression/study discontinuation (up to approximately 5 years)	7	False	True	True	False	False	False	2	2	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02903914	part 1b: incb001158 100 mg + pembrolizumab	Part 1B: INCB001158 100 mg + Pembrolizumab	3	SECONDARY	Objective Response Rate (ORR)	Until disease progression/study discontinuation (up to approximately 5 years)	10	False	True	True	False	False	False	2	2	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02903914	part 1b: incb001158 50 mg + pembrolizumab	Part 1B: INCB001158 50 mg + Pembrolizumab	3	SECONDARY	Objective Response Rate (ORR)	Until disease progression/study discontinuation (up to approximately 5 years)	10	False	True	True	False	False	False	2	2	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02903914	part 1b: incb001158 75 mg + pembrolizumab	Part 1B: INCB001158 75 mg + Pembrolizumab	3	SECONDARY	Objective Response Rate (ORR)	Until disease progression/study discontinuation (up to approximately 5 years)	13	False	True	True	False	False	False	2	2	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02903914	part 1c and part 3: incb001158 100 mg + pembrolizumab	Part 1c and Part 3: INCB001158 100 mg + Pembrolizumab	3	SECONDARY	Objective Response Rate (ORR)	Until disease progression/study discontinuation (up to approximately 5 years)	118	False	True	True	False	False	False	2	2	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02903914	part 2: incb001158 100 mg	Part 2: INCB001158 100 mg	3	SECONDARY	Objective Response Rate (ORR)	Until disease progression/study discontinuation (up to approximately 5 years)	73	False	True	True	False	False	False	2	2	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02904226	part a (jtx-2011)	Part A (JTX-2011)	8	PRIMARY	Disease Control Rate	46.5 months	38	False	False	False	True	False	False	2	2	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02904226	part b (jtx-2011 + nivolumab)	Part B (JTX-2011 + Nivolumab)	8	PRIMARY	Disease Control Rate	46.5 months	29	False	False	False	True	False	False	2	2	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02904226	part c (jtx-2011)	Part C (JTX-2011)	8	PRIMARY	Disease Control Rate	46.5 months	30	False	False	False	True	False	False	2	2	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02904226	part d (jtx-2011 + nivolumab)	Part D (JTX-2011 + Nivolumab)	8	PRIMARY	Disease Control Rate	46.5 months	90	False	False	False	True	False	False	2	2	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02904226	part e (jtx-2011 + ipilimumab)	Part E (JTX-2011 + Ipilimumab)	8	PRIMARY	Disease Control Rate	46.5 months	9	False	False	False	True	False	False	2	2	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02904226	part g (jtx-2011 + pembrolizumab)	Part G (JTX-2011 + Pembrolizumab)	8	PRIMARY	Disease Control Rate	46.5 months	6	False	False	False	True	False	False	2	2	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02905266	fixed ratio combination	Fixed Ratio Combination	8	SECONDARY	Objective Response Rate (ORR)	Week 12 following randomization, every 8 weeks for the first 12 months and then every 12 weeks until disease progression (approximately 20 months)	53	False	False	False	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02905266	sequential combination	Sequential Combination	8	SECONDARY	Objective Response Rate (ORR)	Week 12 following randomization, every 8 weeks for the first 12 months and then every 12 weeks until disease progression (approximately 20 months)	53	False	False	False	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02906332	pembrolizumab + lenalidomide	Pembrolizumab + Lenalidomide	2	SECONDARY	Evaluation of Stringent Complete Response, Complete Response, and Very Good Partial Response Rate (sCR + CR + VGPR Rate).	Every 3 weeks (day 1 of every 21-day treatment cycle +/- 7 days) through 12 weeks.	11	False	False	False	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02910583	fd cohort, non-del 17p population	FD Cohort, Non-Del 17p Population	1	PRIMARY	FD Cohort: Complete Response Rate (CRR; Complete Response/Complete Response With Incomplete Blood Count Recovery [CR/CRi]) Rate	From the first dose of ibrutinib to the first confirmed PD, for a median follow-up of 69.0 months.	136	False	True	False	False	False	False	2	2	1	1	a-d	False	ctg_placebo_onc_2014_2017|ctg_results_bor_2014_2017
NCT02910583	fixed duration (fd) cohort: all treated	Fixed Duration (FD) Cohort: All Treated	1	PRIMARY	FD Cohort: Complete Response Rate (CRR; Complete Response/Complete Response With Incomplete Blood Count Recovery [CR/CRi]) Rate	From the first dose of ibrutinib to the first confirmed PD, for a median follow-up of 69.0 months.	159	False	True	False	False	False	False	2	2	1	1	a-d	False	ctg_placebo_onc_2014_2017|ctg_results_bor_2014_2017
NCT02910583	mrd cohort/confirmed umrd: randomized to ibrutinib (blinded)	MRD Cohort/Confirmed uMRD: Randomized to Ibrutinib (Blinded)	3	SECONDARY	MRD Cohort: Overall Response Rate (ORR)	From the first dose of ibrutinib to the first confirmed PD, for an overall median follow-up of 67.0 months. (Median follow up duration for the individual MRD Cohort treatment arms listed above.)	43	False	False	True	False	False	False	1	1	1	1	a-d	False	ctg_placebo_onc_2014_2017|ctg_results_bor_2014_2017
NCT02910583	mrd cohort/confirmed umrd: randomized to placebo (blinded)	MRD Cohort/Confirmed uMRD: Randomized to Placebo (Blinded)	3	SECONDARY	MRD Cohort: Overall Response Rate (ORR)	From the first dose of ibrutinib to the first confirmed PD, for an overall median follow-up of 67.0 months. (Median follow up duration for the individual MRD Cohort treatment arms listed above.)	43	False	False	True	False	False	False	1	1	1	1	a-d	False	ctg_placebo_onc_2014_2017|ctg_results_bor_2014_2017
NCT02910583	mrd cohort/umrd not confirmed: randomized to open-label ibrutinib	MRD Cohort/uMRD Not Confirmed: Randomized to Open-Label Ibrutinib	3	SECONDARY	MRD Cohort: Overall Response Rate (ORR)	From the first dose of ibrutinib to the first confirmed PD, for an overall median follow-up of 67.0 months. (Median follow up duration for the individual MRD Cohort treatment arms listed above.)	31	False	False	True	False	False	False	1	1	1	1	a-d	False	ctg_placebo_onc_2014_2017|ctg_results_bor_2014_2017
NCT02910583	mrd cohort/umrd not confirmed: randomized to open-label ibrutinib + venetoclax	MRD Cohort/uMRD Not Confirmed: Randomized to Open-Label Ibrutinib + Venetoclax	3	SECONDARY	MRD Cohort: Overall Response Rate (ORR)	From the first dose of ibrutinib to the first confirmed PD, for an overall median follow-up of 67.0 months. (Median follow up duration for the individual MRD Cohort treatment arms listed above.)	32	False	False	True	False	False	False	1	1	1	1	a-d	False	ctg_placebo_onc_2014_2017|ctg_results_bor_2014_2017
NCT02910583	mrd cohort: all treated	MRD Cohort: All Treated	3	SECONDARY	MRD Cohort: Overall Response Rate (ORR)	From the first dose of ibrutinib to the first confirmed PD, for an overall median follow-up of 67.0 months. (Median follow up duration for the individual MRD Cohort treatment arms listed above.)	164	False	False	True	False	False	False	1	1	1	1	a-d	False	ctg_placebo_onc_2014_2017|ctg_results_bor_2014_2017
NCT02913313	part 1a bms-986207 1600 mg	Part 1A BMS-986207 1600 mg	7	SECONDARY	Objective Response Rate (ORR)	From first dose (Day 1) and up to 24 weeks	4	False	False	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02913313	part 1a bms-986207 20 mg	Part 1A BMS-986207 20 mg	7	SECONDARY	Objective Response Rate (ORR)	From first dose (Day 1) and up to 24 weeks	2	False	False	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02913313	part 1a bms-986207 240 mg	Part 1A BMS-986207 240 mg	7	SECONDARY	Objective Response Rate (ORR)	From first dose (Day 1) and up to 24 weeks	4	False	False	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
